Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Floor,Status,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Furnishing,Age of Construction,link,Balcony,Project,Price,Covered Parking,Super Built-up Area,Developer,Facing,Lifts,Car parking,Landmarks,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Amenities,Price per sqft,Configuration,Tower & Unit,Floors allowed for construction,Unit,Bath,Bed,Type of Ownership,RERA ID,Authority Approval,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Approved,Dimensions(L X B),No of Open Sides,Additional Features,Floors allowed,Brokerage Response
"3 BHK 1770 Sq-ft Flat/Apartment  For Rent in Theme Golf View,","₹65,000","Nanakram Guda, Hyderabad",3.0,3.0,2.0,4500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,10(Out of 14 Floors),Immediately,Furnished,,"₹65,000|₹6,500Monthly Maintenance",₹1.3 Lac,"Gachibowli, Hyderabad, Nanakram Guda, Hyderabad - West, Andhra Pradesh",Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1770-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanakram-Guda-in-Hyderabad&id=4d423833303735313031,,Theme Golf View,₹ 1.29 Cr - ₹ 2.05 Cr,2.0,,Theme Ambience Constructions Pvt. Ltd.,East,3.0,,beside ORR very near to IT HUB like financial dist and madhapur,"Vitrified, Wooden","Garden/Park, Main Road","Puja Room, Store",24 Hours Available,No/Rare Powercut,3.0,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Banquet Hall,Internet/Wi-Fi Connectivity,Intercom Facility,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"5 Towers , 378 Units",14.0,,,,,,,,,,,,,,,,,
"3 BHK Flat 2120 Sq-ft For Rent in ASBL Spire,","₹75,000","Kokapet, Hyderabad",3.0,3.0,,,14(Out of 35 Floors),Immediately,Semi-Furnished,,"₹75,000",,"Kokapet, Hyderabad - West, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-2120-Sq-ft-Multistorey-Apartment-FOR-Rent-Kokapet-in-Hyderabad&id=4d423736343131323539,,ASBL Spire,₹ 1.88 Cr - ₹ 2.09 Cr,,2120sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,ASBL Ashoka Builders India Pvt Ltd,,,,,,,,,,,"Half basketball court,Cycling & Jogging Track,Meditation Area,Indoor Games Room,Kids play area,Barbeque space,CCTV Camera,Conference Room,Visitor Parking,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House","₹ 8,538 - ₹ 13,123",3 BHK Flats,"1 Tower , 393 Units",,,,,,,,,,,,,,,,,,
"1 BHK Flat 710 Sq-ft For Rent in Ramky Towers,","₹13,000","Gachibowli, Hyderabad",,,,710sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,4(Out of 26 Floors),Immediately,Furnished,5 to 10 years,"₹13,000|₹1,000Monthly Maintenance","₹26, 000","Gachibowli, Gachibowli, Hyderabad - West, Andhra Pradesh",Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-710-Sq-ft-Multistorey-Apartment-FOR-Rent-Gachibowli-in-Hyderabad&id=4d423833303334313233,1.0,Ramky Towers,₹ 2.58 Cr - ₹ 5.37 Cr,,,Ramky Estates & Farms Limited,,,,,,,,,,,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Indoor Games Room,Bank & ATM,Kids play area,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Grand Entrance lobby,Health club with Steam / Jaccuzi,Earth quake resistant,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,581 - ₹ 11,203",3 BHK Flats,"8 Towers , 600 Units",,,1.0,1.0,,,,,,,,,,,,,,
2 BHK Flat 1000 Sq-ft For Rent in,"₹40,000","Chitrapuri MIG, Hyderabad",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹40/sqft,2(Out of 12 Floors),Immediately,Semi-Furnished,New Construction,"₹40,000",,"Chitrapuri Colony Manikonda, Hyderabad, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423831393531353531,1.0,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹52,000","SBI Colony Kavadiguda, Hyderabad",3.0,3.0,4.0,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,Immediately,Semi-Furnished,New Construction,"₹52,000",,"Plot no 11, 1-3-18440, SBI Colony, Kavadiguda, Hyderabad, Telangana 500080, India., SBI Colony Kavadiguda, Hyderabad - Central, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Residential-House-FOR-Rent-SBI-Colony-Kavadiguda-in-Hyderabad&id=4d423832383334313135,,,,,,,South,,,Next to Damodara Building,Ceramic Tiles,Main Road,"Puja Room, Store, Study",,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK  2640 Sq-ft For Rent in Siri Sampada Residency,","₹26,000","Kompally, Hyderabad",3.0,3.0,,,,Immediately,Semi-Furnished,5 to 10 years,"₹26,000",,"Villa 13, SiriSampada residency, Jayabheri park kompally, Kompally, Hyderabad - North, Andhra Pradesh",Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2640-Sq-ft-Villa-FOR-Rent-Kompally-in-Hyderabad&id=4d423637363637383439,1.0,,Call For Price,1.0,2640sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,,East,,"1 Covered, 2 Open",,Ceramic Tiles,,"Puja Room, Store",,,,"Fire Fighting Equipment,Activity Deck4,Meditation Area,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Service/Goods Lift,Security,Park,Swimming Pool,Rain Water Harvesting",,,,,", 80 Units",,,,,,,,,,,,,,,,
4 BHK 2300 Sq-ft Flat/Apartment  For Rent in,"₹40,000","Bhagya Nagar Colony Kukatpally, Hyderabad",4.0,4.0,,,4(Out of 5 Floors),,Unfurnished,,"₹40,000",,"Bhagya Nagar Colony Kukatpally, Hyderabad - North, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/4-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhagya-Nagar-Colony-Kukatpally-in-Hyderabad&id=4d423833343133383531,,,,,2300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK  4800 Sq-ft For Rent in,₹1.7 Lac,"Borabanda, Hyderabad",4.0,4.0,,,,Immediately,Semi-Furnished,,₹1.7 Lac,,"Borabanda, Hyderabad - North, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/4-BHK-4800-Sq-ft-Villa-FOR-Rent-Borabanda-in-Hyderabad&id=4d423732383730343739,,,,,4800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 2200 Sq-ft For Rent in Aditya Empress Towers,","₹72,000","Shaikpet, Hyderabad",3.0,3.0,2.0,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,15(Out of 21 Floors),Immediately,Furnished,5 to 10 years,"₹72,000|₹5,000Monthly Maintenance",₹1.3 Lac,"Adithya Empress Towers, Shaikpet ., Shaikpet, Hyderabad - West, Andhra Pradesh",Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Multistorey-Apartment-FOR-Rent-Shaikpet-in-Hyderabad&id=4d423832303737383039,,Aditya Empress Towers,₹ 1.57 Cr - ₹ 2.38 Cr,,,Aditya Housing And Infrastructure Development,East,,,"Adithya Empress Towers, Shaikpet, Near Passport Office.",Ceramic Tiles,Main Road,Puja Room,,,,"Fire Fighting Equipment,Library And Business Centre,Kids Play Area,Multipurpose Hall,Earth quake resistant,Jogging and Strolling Track,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 6,349 - ₹ 10,050",3 BHK Flats,"6 Towers , 925 Units",,,,,,,,,,,,,,,,,,
2 BHK Flat 1250 Sq-ft For Rent in,"₹40,000","TNGOS Colony, Hyderabad",2.0,2.0,,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,3(Out of 5 Floors),,Furnished,Less than 5 years,"₹40,000|₹2,000Monthly Maintenance","₹80, 000","TNGOS Colony, Hyderabad - West, Andhra Pradesh",Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-TNGOS-Colony-in-Hyderabad&id=4d423833363233383439,1.0,,,,,,North,,,near Kims hospital kondapur,,Main Road,Study,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹45,000","Miyapur, Hyderabad",3.0,3.0,,,3(Out of 4 Floors),Immediately,Unfurnished,,"₹45,000",,"Miyapur, Hyderabad - North, Andhra Pradesh",Unfurnished,,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Residential-House-FOR-Rent-Miyapur-in-Hyderabad&id=4d423633333330303733,,,,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹18,000","Nizampet, Hyderabad",2.0,2.0,,,1(Out of 3 Floors),Immediately,Unfurnished,Less than 5 years,"₹18,000","₹22, 000","Plotno 23, Road No 1b, Brundavan Hills Colony, Nizampet, besides to Pragathi Nagar / rajiv Gruhakalpa, Nizampet, Hyderabad - North, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Nizampet-in-Hyderabad&id=4d423336393035373035,,,,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,North,,,"Brundavan hills colony, near Pragathi nagar, besides Rajiv Gruha Kalpa",Vitrified,,None of these,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1715 Sq-ft For Rent in Rajapushpa Provincia,","₹85,000","Narsingi, Hyderabad",3.0,3.0,,,7(Out of 39 Floors),Immediately,Semi-Furnished,New Construction,"₹85,000",₹2.2 Lac,"Narsingi, Hyderabad - West, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-1715-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423831303439343339,1.0,Rajapushpa Provincia,₹ 1.41 Cr - ₹ 2.93 Cr,,1715sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,Rajapushpa Properties Pvt. Ltd.,,,,,,,,,,,"Recreational Pool,Outdoor Tennis Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Curated Garden,Kids play area,Large Clubhouse,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 8,540 - ₹ 1.1 Lac","2, 3 BHK Flats","11 Towers , 3496 Units",,,,,,,,,,,,,,,,,,
1 BHK 1000 Sq-ft Flat/Apartment  For Rent in,"₹17,000","Sun City, Hyderabad",,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,3(Out of 4 Floors),Immediately,Semi-Furnished,New Construction,"₹17,000|₹1,000Monthly Maintenance","₹35, 000","Gandhamguda hydershakote suncity., Sun City, Hyderabad - South, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sun-City-in-Hyderabad&id=4d423833373130343839,1.0,,,,,,North,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹15,000","Kapra, Hyderabad",3.0,3.0,3.0,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,1(Out of 1 Floors),Immediately,Unfurnished,Less than 5 years,"₹15,000|₹500Monthly Maintenance","₹24, 000","Overseas gardens, bank colony, rajive enclave vampuguda, kapra, Kapra, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Kapra-in-Hyderabad&id=4d423434343735373233,,,,,,,North,,,"opposite to overseas gardens gate, Zee school mount litera, wampuguda",Vitrified,Garden/Park,Store,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK Flat 3400 Sq-ft For Rent in Poulomi 90,",₹1.0 Lac,"Kokapet, Hyderabad",4.0,5.0,,,13(Out of 15 Floors),Immediately,Semi-Furnished,,₹1 Lac,,"Kokapet, Hyderabad - West, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/4-BHK-3400-Sq-ft-Multistorey-Apartment-FOR-Rent-Kokapet-in-Hyderabad&id=4d423639313338373737,,Poulomi 90,₹ 2.33 Cr - ₹ 3.25 Cr,,3400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Poulomi Estates Pvt. Ltd.,,,,,,,,,,,"Smart Home,Hilltop,Water Front,Sky Villa,Wine Cellar,Private Garage,Fingerprint Access,Health club with Steam / Jaccuzi,Theme based Architectures,Skydeck,Sea facing,Golf Course,Private jaccuzi,Private pool,Helipad,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Wrap Around Balcony,Skyline View,Downtown,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,3 BHK Flat | 3 BHK Builder Floor Apartment,"1 Tower , 90 Units",,,,,,,,,,,,,,,,,,
2 BHK Flat 1000 Sq-ft For Rent in,"₹15,500","nyra prelude residency, Hyderabad",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,3(Out of 5 Floors),Immediately,Unfurnished,New Construction,"₹15,500|₹1,500Monthly Maintenance","₹31, 000","Hyderabad, Andhra Pradesh",Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423832383334313035,1.0,,,,,,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹13,000","Kukatpally, Hyderabad",,,,,1(Out of 3 Floors),Immediately,Unfurnished,5 to 10 years,"₹13,000","₹16, 000","Kukatpally, Hyderabad - North, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-800-Sq-ft-Residential-House-FOR-Rent-Kukatpally-in-Hyderabad&id=4d423635303434343439,,,,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
"2 BHK 1275 Sq-ft Flat/Apartment  For Rent in Theme Golf View,","₹40,000","Nanakram Guda, Hyderabad",2.0,2.0,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,9(Out of 14 Floors),Immediately,Semi-Furnished,,"₹40,000|₹5,500Monthly Maintenance","₹80, 000","Gachibowli, Hyderabad, Nanakram Guda, Hyderabad - West, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Rent-Nanakram-Guda-in-Hyderabad&id=4d423833303734393633,1.0,Theme Golf View,₹ 1.29 Cr - ₹ 2.05 Cr,1.0,,Theme Ambience Constructions Pvt. Ltd.,West,3.0,1 Covered,"1km from wipro circle gachibowli, beside ORR gachibowli near to hitech","Vitrified, Wooden","Garden/Park, Main Road",None of these,24 Hours Available,No/Rare Powercut,3.0,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Banquet Hall,Internet/Wi-Fi Connectivity,Intercom Facility,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,2 BHK Flats,"5 Towers , 378 Units",14.0,,,,,,,,,,,,,,,,,
1 BHK Flat 800 Sq-ft For Rent in,"₹2,325","Parvath Nagar Madhapur, Hyderabad",,,,100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,2(Out of 5 Floors),Immediately,Semi-Furnished,New Construction,"₹2,325","₹17, 500","pravath nagar axis Bank ATM back side, Hyderabad, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423730303330383439,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
3 BHK 1400 Sq-ft Flat/Apartment  For Rent in,"₹60,000","Madhapur, Hyderabad",3.0,3.0,,,4(Out of 5 Floors),Immediately,Semi-Furnished,,"₹60,000",₹1.8 Lac,"Madhapur, Hyderabad - North, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Madhapur-in-Hyderabad&id=4d423732383636343333,,,,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK  5000 Sq-ft For Rent in,₹1.0 Lac,"Easwarpuri Sainikpuri, Hyderabad",4.0,4.0,,4500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,Immediately,Furnished,10 to 15 years,₹1 Lac,,"175A Easwarpuri Sainikpuri Hyderabad 500094, Hyderabad, Andhra Pradesh",Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/4-BHK-5000-Sq-ft-Residential-House-FOR-Rent-in-Hyderabad&id=4d423832333733373331,,,,,,,West,,,,"Wooden, Ceramic Tiles, Marble",Main Road,"Study, Store, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK  600 Sq-ft For Rent in,"₹8,500","Chikkadpally, Hyderabad",,,,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,1(Out of 3 Floors),Immediately,Semi-Furnished,Less than 5 years,"₹8,500","₹17, 000","chikkadpally, Chikkadpally, Hyderabad - Central, Andhra Pradesh",Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Chikkadpally-in-Hyderabad&id=4d423434343036383339,1.0,,,,,,East,,,"near by schools, colleges, markets and metro station ect.",Marble,,Puja Room,24 Hours Available,No/Rare Powercut,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2 BHK Builder Floor 1600 Sq-ft For Rent in,"₹17,500","Gudi Malkapur, Hyderabad",2.0,2.0,,,2(Out of 6 Floors),Immediately,Semi-Furnished,,"₹17,500",,"Gudi Malkapur, Hyderabad - Central, Andhra Pradesh",Semi-Furnished,,https://www.magicbricks.com/propertyDetails/2-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Gudi-Malkapur-in-Hyderabad&id=4d423730303537363839,,,,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2196 Sq-ft Flat/Apartment  For Rent in Aurobindo Kohinoor,","₹80,000","Hitex Road, Hyderabad",3.0,3.0,3.0,1800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹44/sqft,3(Out of 50 Floors),Immediately,Semi-Furnished,,"₹80,000|₹6,600Monthly Maintenance",₹1.6 Lac,"IzzathnagarHyderabad Telangana, Hitex Road, Hyderabad - North, Andhra Pradesh",Semi-Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-2196-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitex-Road-in-Hyderabad&id=4d423736343236303835,,Aurobindo Kohinoor,₹ 2.55 Cr - ₹ 4.17 Cr,2.0,,Auro Realty,North,5.0,2 Covered,Yashoda hospital,"Vitrified, Ceramic Tiles","Garden/Park, Main Road",Puja Room,24 Hours Available,No/Rare Powercut,5.0,"Provision for power backup,Aesthetically designed landscape garden,Cricket net practice,Half basketball court,Sewage treatment plant,Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Kids play area,Multipurpose Hall,Grand Entrance lobby,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 11,810 - ₹ 17,825","3, 4 BHK Flats","3 Towers , 786 Units",1.0,,,,,,Developer,,,,,,,,,,,
1 BHK  640 Sq-ft For Rent in,"₹15,000","Bapuji Nagar Bowenpally, Hyderabad",,2.0,,640sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,2(Out of 2 Floors),Immediately,Unfurnished,Less than 5 years,"₹15,000","₹45, 000","Bowenpally, Hyderabad, Bapuji Nagar Bowenpally, Hyderabad - Secunderabad City, Andhra Pradesh",Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-640-Sq-ft-Penthouse-FOR-Rent-Bapuji-Nagar-Bowenpally-in-Hyderabad&id=4d423832363635343235,,,,,,,East,,,"Lane Opp to Sub-Registrar Office, Syed Brigd. Road, Centre Point, Bowe",Ceramic Tiles,Main Road,Puja Room,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
1 BHK 350 Sq-ft Flat/Apartment  For Rent in,"₹95,000","Huda Colony, Hyderabad",,,,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹271/sqft,2(Out of 3 Floors),Immediately,Unfurnished,5 to 10 years,"₹95,000|₹200Monthly Maintenance","₹20, 000","Huda Colony, Hyderabad - South, Andhra Pradesh",Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Multistorey-Apartment-FOR-Rent-Huda-Colony-in-Hyderabad&id=4d423735313034333433,1.0,,,,,,East,,,near Huda Colony Water Tank,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
