Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Floor,Status,Additional Rooms,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Age of Construction,link,Bed,Bath,Facing,Super Built-up Area,Balconies,Flooring,Overlooking,Amenities,Price,Tower & Unit,Developer,Project,Configuration,Water Availability,Status of Electricity,Lift,Car parking,Floors allowed for construction,Type of Ownership,Price per sqft,Unit,Covered Parking,Lifts,Authority Approval,Tower,RERA ID,Plot Area
1 BHK Flat 560 Sq-ft For Rent in,"₹12,500","Saket, New Delhi",,,1.0,540sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,4(Out of 5 Floors),Immediately,"Study, Store",Furnished,Less than 5 years,"₹12,500","₹12, 500","Saket, New Delhi - South, Delhi NCR",,Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833313733353935,1.0,1.0,East,,,"Marble, Granite","Garden/Park, Pool, Main Road",,,,,,,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,
2 BHK Builder Floor 700 Sq-ft For Rent in,"₹25,000","Mahipalpur Extension, New Delhi",2.0,2.0,,,2(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹25,000",,"Mahipalpur Extension, New Delhi - South, Delhi NCR",,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mahipalpur-Extension-in-New-Delhi&id=4d423734343934313731,,,,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 1000 Sq-ft For Rent in,"₹22,000","Block 2 Subhash Nagar, New Delhi",2.0,2.0,,,3(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹22,000",,"Block 2 Subhash Nagar, New Delhi - West, Delhi NCR",,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-New-Delhi&id=4d423832353930313431,,,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,,,,,,,,,,,,,,,,,,,,,
"1 BHK Builder Floor 500 Sq-ft For Rent in Acharya Niketan,","₹13,000","Mayur Vihar 1, New Delhi",,,1.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,1(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹13,000",,"Mayur Vihar 1, New Delhi - East, Delhi NCR",Bank of Baroda,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mayur-Vihar-1-in-New-Delhi&id=4d423833313732343337,1.0,1.0,North - East,,,,Garden/Park,,₹ 2.0 Cr - ₹ 2.40 Cr,,,Acharya Niketan,,,,,,,,,,,,,,,
3 BHK Flat 2650 Sq-ft For Rent in,₹1.4 Lac,"Civil Lines, New Delhi",3.0,3.0,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹68/sqft,1(Out of 3 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Unfurnished,5 to 10 years,₹1.4 Lac,,"Civil lines, Civil Lines, New Delhi - Central, Delhi NCR",nearby burari hospital,Unfurnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-2650-Sq-ft-Multistorey-Apartment-FOR-Rent-Civil-Lines-in-New-Delhi&id=4d423832353931373135,,,North - East,,6.0,,Garden/Park,,,,,,,,,,,,Freehold,,,,,,,,
"2 BHK 950 Sq-ft Flat/Apartment  For Rent in Bharat Apartment,","₹32,000","IP Extension, New Delhi",2.0,2.0,1.0,920sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,1(Out of 3 Floors),Immediately,,Semi-Furnished,Above 20 years,"₹32,000|₹2,200Monthly Maintenance","₹64, 000","IP Extension, New Delhi - East, Delhi NCR",IP extension metro station,Semi-Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-IP-Extension-in-New-Delhi&id=4d423833343137393435,,,North - East,,,,"Garden/Park, Main Road","Kids Club,Indoor Squash & Badminton Courts,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Waste Disposal,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking",₹ 1.69 Cr - ₹ 2.0 Cr,"5 Towers , 74 Units",Cooperative Group Housing Society,Bharat Apartment,,,,,,,Freehold,,,,,,,,
"1 BHK 600 Sq-ft Flat/Apartment  For Rent in DDA Project Paryavaran Complex,","₹15,500","Saket, New Delhi",,,1.0,580sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,3(Out of 4 Floors),Immediately,Store,Furnished,,"₹15,500","₹15, 500","New Delhi, Saket, New Delhi - South, Delhi NCR",Near metro station,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833313732353031,1.0,1.0,East,,,"Marble, Granite",Garden/Park,"Fire Fighting Equipment,Retail Boulevard (Retail Shops),Kids Play Area,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Power Back Up",₹ 22.0 Lac - ₹ 40.0 Lac,,Delhi Development Authority DDA,DDA Project Paryavaran Complex,2 BHK Flats,24 Hours Available,No/Rare Powercut,1.0,,,,,", 2300 Units",,,,,,
2 BHK Builder Floor 70 Sq-yrd For Rent in,"₹16,000","pocket 7, New Delhi",2.0,2.0,1.0,70sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹229/sqyrd,1(Out of 3 Floors),Immediately,,Semi-Furnished,5 to 10 years,"₹16,000","₹32, 000","New Delhi, Delhi NCR",Near Prince public school,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-70-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-in-New-Delhi&id=4d423832353931343231,,,North - East,,,,Main Road,,,,,,,,No/Rare Powercut,,2 Open,3.0,,,,,,,,,
3 BHK  3000 Sq-ft For Rent in,₹1.7 Lac,"Green Park Extension, New Delhi",3.0,4.0,,2500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹68/sqft,,Immediately,"Puja Room, Store, Servant Room",Semi-Furnished,Less than 5 years,"₹1.7 Lac|₹10,000Monthly Maintenance",₹3.4 Lac,"Green Park Extension, New Delhi - South, Delhi NCR",N block market GK 1,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Residential-House-FOR-Rent-Green-Park-Extension-in-New-Delhi&id=4d423833373732363831,,,North,,2.0,,"Garden/Park, Main Road",,,,,,,,,,,,,,,,,,,,
"3 BHK Builder Floor 2250 Sq-ft For Rent in Find Homes,",₹1.5 Lac,"GK II, New Delhi",3.0,3.0,,2000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹75/sqft,1(Out of 4 Floors),Immediately,Store,Semi-Furnished,,"₹1.5 Lac|₹10,000Monthly Maintenance",₹5.0 Lac,"Greater Kailash 2, New Delhi, GK II, New Delhi - South, Delhi NCR",Nearby Metro Station.,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Greater-Kailash-2-in-New-Delhi&id=4d423832333030363437,,,North - East,,3.0,"Ceramic Tiles, Marble, Wooden",,"Kids Play Area,Flower Gardens,AEROBICS ROOM,CCTV Camera,Earth quake resistant,High Ceiling,Jogging and Strolling Track,Laundry Service,Waste Disposal,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 4.25 Cr - ₹ 20.0 Cr,"1 Tower , 4 Units",Findahouse Real estate Consultants LLP,Find Homes,"3, 4 BHK Builder Floors",24 Hours Available,No/Rare Powercut,1.0,,4.0,,"₹ 24,074 - ₹ 50,000",,2.0,,,,,
3 BHK Builder Floor 300 Sq-yrd For Rent in,"₹90,000","Kalkaji, New Delhi",3.0,3.0,,300sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹300/sqyrd,1(Out of 4 Floors),Immediately,Servant Room,Furnished,New Construction,"₹90,000",,"kalkaji, Kalkaji, New Delhi - South, Delhi NCR","It is situated in the southern Delhi, in Kalkaji, India",Furnished,New Construction,https://www.magicbricks.com/propertyDetails/3-BHK-300-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Kalkaji-in-New-Delhi&id=4d423732323334373337,,,North - East,,2.0,"Granite, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,,,,,1.0,,,,,
2 BHK Builder Floor 750 Sq-ft For Rent in,"₹30,000","Sector 19 Dwarka, New Delhi",2.0,2.0,1.0,740sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,4(Out of 5 Floors),Immediately,,Furnished,New Construction,"₹30,000",,"Sector 19, Dwarka, Sector 19 Dwarka, New Delhi - West, Delhi NCR",,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Dwarka-Sector-19-in-New-Delhi&id=4d423833353131323631,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK Builder Floor 2025 Sq-ft For Rent in,"₹75,000","Janakpuri Block A2, New Delhi",4.0,4.0,,2025sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,1(Out of 4 Floors),Immediately,Store,Unfurnished,New Construction,"₹75,000",₹1.5 Lac,"Janakpuri a2 block brand new upper ground floor lift car parking rent 75k asking negotiable, Janakpuri Block A2, New Delhi - West, Delhi NCR",chandan devi hospital,Unfurnished,New Construction,https://www.magicbricks.com/propertyDetails/4-BHK-2025-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Janakpuri-Block-A2-in-New-Delhi&id=4d423830303835323637,,,East,,2.0,Ceramic Tiles,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,,,,,1.0,,,,,
"1 BHK Flat 600 Sq-ft For Rent in DDA LIG Flats,","₹22,500","Sector 7 Dwarka, New Delhi",,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,4(Out of 4 Floors),Immediately,,Furnished,New Construction,"₹22,500|₹300Monthly Maintenance","₹25, 000","arunodya apartment sector 7 dwarka, Sector 7 Dwarka, New Delhi - West, Delhi NCR",ramphal chowk,Furnished,New Construction,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Dwarka-Sector-7-in-New-Delhi&id=4d423833353131343939,1.0,1.0,South,,,,"Garden/Park, Main Road",,₹ 2.65 Cr - ₹ 2.80 Cr,,,DDA LIG Flats,,,,,,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Deshbandhu Apartments,","₹65,000","Kalkaji, New Delhi",2.0,2.0,1.0,,1(Out of 1 Floors),Immediately,"Puja Room, Store",Furnished,Above 20 years,"₹65,000",₹1.3 Lac,"deshbandhu, Kalkaji, New Delhi - South, Delhi NCR",,Furnished,Above 20 years,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Kalkaji-in-New-Delhi&id=4d423833343137363035,,,South,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹59/sqft,,,"Garden/Park, Main Road","Fire Fighting Equipment,Meditation Area,Kids Play Area,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Rain Water Harvesting",₹ 2.50 Cr Onwards,"9 Towers , 270 Units",Cooperative Group Housing Society,Deshbandhu Apartments,3 BHK Flats,,,,,,,,,,,,,,
"2 BHK 1000 Sq-ft Flat/Apartment  For Rent in DDA Project Paryavaran Complex,","₹22,500","Saket, New Delhi",2.0,,,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,2(Out of 5 Floors),Immediately,Study,Semi-Furnished,,"₹22,500","₹22, 500","saket, Saket, New Delhi - South, Delhi NCR",NEAR AND WALKING DISTANCE FROM THE METRO STATION,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Saket-in-New-Delhi&id=4d423833313733353237,,1.0,East,,2.0,"Marble, Granite",Garden/Park,"Fire Fighting Equipment,Retail Boulevard (Retail Shops),Kids Play Area,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Power Back Up",₹ 22.0 Lac - ₹ 40.0 Lac,,Delhi Development Authority DDA,DDA Project Paryavaran Complex,2 BHK Flats,24 Hours Available,No/Rare Powercut,1.0,,,,,", 2300 Units",,,,,,
2 BHK  1350 Sq-ft For Rent in,"₹55,000","Janakpuri Block B3, New Delhi",2.0,2.0,,1350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Ground(Out of 3 Floors),Immediately,None of these,Furnished,5 to 10 years,"₹55,000",₹1.1 Lac,"Janakpuri, Janakpuri Block B3, New Delhi - West, Delhi NCR",school college and market,Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/2-BHK-1350-Sq-ft-Residential-House-FOR-Rent-Janakpuri-Block-B3-in-New-Delhi&id=4d423830303834393837,,,East,,2.0,Normal Tiles/Kotah Stone,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,1 Covered,,,,,1.0,,,,,
2 BHK Flat 1200 Sq-ft For Rent in,"₹42,000","D6 Sector D Vasant Kunj, New Delhi",2.0,2.0,,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹37/sqft,1(Out of 3 Floors),Immediately,"Study, Store",Semi-Furnished,Less than 5 years,"₹42,000",,"D6 Sector D Vasant Kunj, New Delhi - South, Delhi NCR",,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-in-New-Delhi&id=4d423833353131313939,,,East,,2.0,,Main Road,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 1100 Sq-ft For Rent in,"₹35,500","Sarita Vihar Pocket F, New Delhi",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,Ground(Out of 3 Floors),Immediately,,Semi-Furnished,10 to 15 years,"₹35,500|₹500Monthly Maintenance",,"Sarita Vihar, New Delhi, Sarita Vihar Pocket F, New Delhi - South, Delhi NCR",sarita vihar metro,Semi-Furnished,10 to 15 years,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarita-Vihar-Pocket-F-in-New-Delhi&id=4d423338313536303935,,,North - East,,,Marble,Main Road,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,,,,,,,Development Authority,,,
2 BHK Builder Floor 180 Sq-yrd For Rent in,"₹30,000","Sharad Vihar, New Delhi",2.0,2.0,1.0,180sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹167/sqyrd,2(Out of 4 Floors),Immediately,None of these,Unfurnished,Less than 5 years,"₹30,000|₹1,500Monthly Maintenance","₹60, 000","2255, Sharad Vihar, New Delhi - East, Delhi NCR",The property is close to the Karkardooma Metro Station .,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/2-BHK-180-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Sharad-Vihar-in-New-Delhi&id=4d423833333034363239,,,South - East,,,Marble,Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,,1 Open,4.0,,,,,,,,,
"3 BHK Builder Floor 160 Sq-yrd For Rent in Saini Enclave,","₹40,000","Anand Vihar, New Delhi",3.0,2.0,1.0,160sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹250/sqyrd,2(Out of 4 Floors),Immediately,Study,Unfurnished,,"₹40,000|₹2,500Monthly Maintenance","₹80, 000","8754, Anand Vihar, New Delhi - East, Delhi NCR",The property is close to the Karkardooma Metro Station,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-160-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Anand-Vihar-in-New-Delhi&id=4d423833333034383739,,,North,,,Marble,Garden/Park,,₹ 1.72 Cr - ₹ 2.0 Cr,,,Saini Enclave,,24 Hours Available,No/Rare Powercut,1.0,1 Covered,4.0,,,", 250 Units",1.0,,,,,
4 BHK Builder Floor 3800 Sq-ft For Rent in,₹2.5 Lac,"Vasant Vihar, New Delhi",4.0,4.0,,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,Ground(Out of 4 Floors),Immediately,"Puja Room, Study, Store, Servant Room",Unfurnished,,"₹2.5 Lac|₹10,000Monthly Maintenance",₹2.0 Lac,"New Delhi, Vasant Vihar, New Delhi - South, Delhi NCR",near by market,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/4-BHK-3800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Vasant-Vihar-in-New-Delhi&id=4d423732323530353735,,,East,,4.0,"Wooden, Marble",Garden/Park,,,,,,,24 Hours Available,No/Rare Powercut,1.0,"2 Covered, 2 Open",,Freehold,,,2.0,,,,,
1 BHK 550 Sq-ft Flat/Apartment  For Rent in,"₹13,000","Mehrauli, New Delhi",,2.0,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,2(Out of 4 Floors),Immediately,,Semi-Furnished,,"₹13,000",,"Mehrauli, New Delhi - South, Delhi NCR",,Semi-Furnished,,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-Mehrauli-in-New-Delhi&id=4d423833333033383933,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1000 Sq-ft For Rent in Vasant Kunj B5 and 6 Block A,","₹34,000","Vasant Kunj, New Delhi",3.0,3.0,1.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,1(Out of 4 Floors),Immediately,,Semi-Furnished,Less than 5 years,"₹34,000",,"Vasant Kunj, Vasant Kunj, New Delhi - South, Delhi NCR",shiv temple,Semi-Furnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasant-Kunj-in-New-Delhi&id=4d423832353837353533,,,North - East,,,"Ceramic Tiles, Marble",Main Road,,₹ 3.60 Cr - ₹ 4.30 Cr,,,Vasant Kunj B5 and 6 Block A,,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,Developer,,,
"3 BHK 1550 Sq-ft Flat/Apartment  For Rent in Antriksh Apartment,","₹70,000","Sector 14 Rohini, New Delhi",3.0,3.0,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,5(Out of 8 Floors),Immediately,"Puja Room, Study",Semi-Furnished,,"₹70,000|₹2,500Monthly Maintenance",₹1.4 Lac,"Rohini sector 14., Sector 14 Rohini, New Delhi - North, Delhi NCR",Pitam pura metro station.,Semi-Furnished,5 to 10 years,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Rohini-Sector-14-in-New-Delhi&id=4d423830303834373631,,,North,,2.0,"Wooden, Marble","Garden/Park, Main Road","Fire Fighting Equipment,Cycling & Jogging Track,Meditation Area,Kids Play Area,Kids Club,Flower Gardens,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Rain Water Harvesting,Lift,Power Back Up",₹ 1.75 Cr - ₹ 2.33 Cr,"8 Towers , 150 Units",Cooperative Group Housing Society,Antriksh Apartment,,24 Hours Available,No/Rare Powercut,1.0,,,,,,1.0,,,,,
"Flat For Rent in DDA Flats Munirka,",Call for Price,"Munirka, New Delhi",,,,,,Immediately,,,,,,"Munirka, New Delhi - South, Delhi NCR",,,,https://www.magicbricks.com/propertyDetails/Multistorey-Apartment-FOR-Rent-Munirka-in-New-Delhi&id=4d423738393937363833,,,,,,,,"Fire Fighting Equipment,Activity Deck4,Rentable Community Space,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.66 Cr - ₹ 2.10 Cr,"35 Towers , 400 Units",Delhi Development Authority DDA,DDA Flats Munirka,"2, 3 BHK Flats",,,,,,,"₹ 12,069 - ₹ 15,091",,,,,,,
"3 BHK 1550 Sq-ft Flat/Apartment  For Rent in Narmada Apartment,","₹72,000","Alaknanda, New Delhi",3.0,4.0,1.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹48/sqft,1(Out of 3 Floors),Immediately,Store,Unfurnished,Above 20 years,"₹72,000",,"1st Floor, Alaknanda, New Delhi - South, Delhi NCR",near Don Bosco School,Unfurnished,Above 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Rent-Alaknanda-in-New-Delhi&id=4d423832323939383539,,,East,,,Marbonite,Garden/Park,"Fire Fighting Equipment,Kids Play Area,Kids Club,Flower Gardens,Jogging and Strolling Track,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Rain Water Harvesting,Lift,Power Back Up",₹ 2.75 Cr - ₹ 3.96 Cr,"12 Towers , 114 Units",Cooperative Group Housing Society,Narmada Apartment,,,,,,,,,,,,,,,
"1 BHK Flat 500 Sq-ft For Rent in DDA LIG Flats Rohini,","₹4,000","Rohini, New Delhi",,,1.0,355sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,3(Out of 4 Floors),Immediately,,Unfurnished,,"₹4,000","₹4, 000","Rohini, New Delhi, Rohini, New Delhi - North, Delhi NCR",,Unfurnished,Less than 5 years,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Rohini-in-New-Delhi&id=4d423833303338333537,1.0,1.0,East,,,Normal Tiles/Kotah Stone,"Garden/Park, Main Road","Internet/Wi-Fi Connectivity,Visitor Parking,Water Storage,Security,Reserved Parking,Gymnasium",₹ 22.0 Lac - ₹ 42.0 Lac,"58 Towers , 250 Units",Delhi Development Authority DDA,DDA LIG Flats Rohini,1 BHK Flats,12 Hours Available,No/Rare Powercut,,1 Open,4.0,,,,,,,,,
"3 BHK Flat 1426 Sq-ft For Rent in DDA Residents Welfare Association,","₹60,000","Kingsway Camp, New Delhi",3.0,3.0,1.0,,1(Out of 3 Floors),Immediately,,Furnished,15 to 20 years,"₹60,000","₹60, 000","Hudson Lane gtb nagar, Kingsway Camp, New Delhi - North, Delhi NCR",,Furnished,15 to 20 years,https://www.magicbricks.com/propertyDetails/3-BHK-1426-Sq-ft-Multistorey-Apartment-FOR-Rent-Kingsway-Camp-in-New-Delhi&id=4d423832353931323039,,,,1426sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹42/sqft,,,Garden/Park,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,Bank & ATM,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,Laundry Service,Maintenance Staff,Visitor Parking,Security,Reserved Parking,Park,Club House,Rain Water Harvesting",₹ 1.10 Cr - ₹ 1.55 Cr,"4 Towers , 118 Units",Delhi Development Authority DDA,DDA Residents Welfare Association,,,,,,,,,,,,,,,
