Title,Rental_Price,Location,Beds,Baths,Balconies,Carpet Area,Project,Floor,Status,Additional Rooms,Facing,Furnished Status,Age Of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Overlooking,Age of Construction,Price,link,Super Built-up Area,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Bed,Bath,Covered Parking,Car parking,Flooring,Water Availability,Status of Electricity,Lifts,Lift,Balcony,Floors allowed for construction,Tower,Unit,Type of Ownership,RERA ID,Authority Approval,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features
"3 BHK Flat 949 Sq-ft For Rent in Welworth Purnam,","₹39,000","Hinjewadi Phase 2, Pune",3.0,3.0,,,Welworth Purnam,9(Out of 21 Floors),,,East,Semi-Furnished,,"₹39,000","₹78, 000","Phase 2 Hinjewadi Rajiv Gandhi Infotech Park, Pune, Hinjewadi Phase 2, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,,,₹ 37.6 Lac - ₹ 86.3 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-949-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-Phase-2-in-Pune&id=4d423833373837323337,949sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Welworth Realty,"Lawn with pathway,Community entrance gate,Sewage treatment plant,Fire Fighting Equipment,Multipurpose Courts,Indoor Games Room,Event Space & Amphitheatre,Barbeque Pit,Kids play area,CCTV Camera,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up","₹ 6,605 - ₹ 7,002","2, 3 BHK Flats","1 Tower , 234 Units",,,1.0,1 Covered,,24 Hours Available,,4.0,4.0,,20.0,,,,,,,,,,,
"3 BHK 1869 Sq-ft Flat/Apartment  For Rent in Shree Kapil Akhila,","₹53,000","Baner, Pune",3.0,3.0,3.0,,Shree Kapil Akhila,1(Out of 11 Floors),Immediately,Servant Room,East,Semi-Furnished,,"₹53,000",₹1.5 Lac,"Baner, Baner, Pune - West, Maharashtra",big garden,Semi-Furnished,"Pool, Main Road",New Construction,₹ 1.29 Cr - ₹ 1.79 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1869-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423833343139393039,1869sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Shree Naath Colonizers & Developers Pvt Ltd,"Fire Fighting Equipment,Kids Play Area,Coffee Lounge & Restaurants,Grand Entrance lobby,Gymnasium,Club House,Rain Water Harvesting,Lift",,"2, 3 BHK Flat","3 Towers , 129 Units",,,,,,,,,,,,,,Freehold,,,,,,,,
"3 BHK Flat 945 Sq-ft For Rent in Vilas Javdekar YashOne Eternitee,","₹35,000","Hinjewadi Phase 2, Pune",3.0,3.0,2.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Vilas Javdekar YashOne Eternitee,3(Out of 22 Floors),Immediately,Puja Room,North - East,Unfurnished,New Construction,"₹35,000",,"VJ Yashone Eternitee Hinjewadi phase 2 near Infosys main gate., Hinjewadi Phase 2, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",Near Infosys phase 2 Main gate.,Unfurnished,"Main Road, Garden/Park, Pool",New Construction,₹ 80.7 Lac - ₹ 1.14 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-945-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-Phase-2-in-Pune&id=4d423833333037373337,,Vilas Javdekar Developers,"Event Space & Amphitheatre,Multipurpose Hall,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Banquet Hall,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","5 Towers , 1021 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1200 Sq-ft For Rent in Megapolis Sunway,","₹18,500","Hinjewadi, Pune",2.0,2.0,,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Megapolis Sunway,6(Out of 18 Floors),Immediately,,East,Unfurnished,5 to 10 years,"₹18,500","₹45, 000","Hinjewadi phase3, Hinjewadi, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",sunway,Unfurnished,,5 to 10 years,₹ 51.5 Lac - ₹ 68.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Hinjewadi-in-Pune&id=4d423633373237353035,,Megapolis Group,"Retail Boulevard (Retail Shops),Kids Play Area,Multipurpose Hall,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Intercom Facility,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting","₹ 5,114 - ₹ 6,653","2, 3 BHK Flats","3 Towers , 1176 Units",,,,,,,,,,1.0,,,,,,,,,,,,
"2 BHK 613 Sq-ft Flat/Apartment  For Rent in Godrej Greens,","₹15,100","Undri, Pune",2.0,2.0,2.0,613sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Godrej Greens,6(Out of 17 Floors),Immediately,,West,Unfurnished,Less than 5 years,"₹15,100","₹45, 000","Godrej Greens undri, Undri, Pune - South, Maharashtra",dhruv global school,Unfurnished,Garden/Park,Less than 5 years,₹ 60.3 Lac Onwards,https://www.magicbricks.com/propertyDetails/2-BHK-613-Sq-ft-Multistorey-Apartment-FOR-Rent-Undri-in-Pune&id=4d423732333039333339,,Godrej Properties,"Outdoor Tennis Courts,Meditation Area,Kids Play Area,Flower Gardens,Event Space & Amphitheatre,Outdoor Tennis Courts,Cafeteria/Food Court,Banquet Hall,Gymnasium,Swimming Pool,Club House","₹ 4,273 - ₹ 10,719",3 BHK Flats,"7 Towers , 1156 Units",,,,,,,,,,,,,,Freehold,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in Blossom N Springs,","₹33,000","Baner, Pune",2.0,2.0,2.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,Blossom N Springs,4(Out of 9 Floors),Immediately,None of these,East,Semi-Furnished,,"₹33,000","₹70, 000","Baner, Pune, Baner, Pune - West, Maharashtra",Near HDFC Bank,Semi-Furnished,Main Road,5 to 10 years,₹ 1.48 Cr - ₹ 1.95 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Baner-in-Pune&id=4d423832383530363335,,Surya Developers,,,2 BHK Flat,,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"3 BHK 2265 Sq-ft Flat/Apartment  For Rent in Marvel Ritz,","₹70,000","Hadapsar, Pune",3.0,3.0,,1850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,Marvel Ritz,1(Out of 7 Floors),Immediately,"Study, Servant Room",East,Semi-Furnished,,"₹70,000",₹1.3 Lac,"Hadapsar, Pune, Hadapsar, Pune - East, Maharashtra",Amanora Mall,Semi-Furnished,Garden/Park,5 to 10 years,₹ 1.48 Cr - ₹ 2.0 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-2265-Sq-ft-Multistorey-Apartment-FOR-Rent-Hadapsar-in-Pune&id=4d423833373734343535,,Marvel Realtors,"Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up","₹ 8,889 - ₹ 10,265","2, 3 BHK Flats","11 Towers , 108 Units",,,2.0,,"Marble, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,7.0,,,,,,,,,,,
"3 BHK 1345 Sq-ft Flat/Apartment  For Rent in Krisna Nirmaan Amorapolis,","₹32,000","Dhanori, Pune",3.0,3.0,2.0,1007sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Krisna Nirmaan Amorapolis,7(Out of 13 Floors),Immediately,None of these,East,Unfurnished,Less than 5 years,"₹32,000","₹60, 000","Dhanori, Pune, Dhanori, Pune - North, Maharashtra",Near Bharat Mata Road Dhanori,Unfurnished,"Garden/Park, Main Road",Less than 5 years,₹ 75.1 Lac - ₹ 1.18 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Rent-Dhanori-in-Pune&id=4d423831353034363739,,,,,,,,,1.0,1 Covered,"Ceramic Tiles, Granite",24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹24,000","Lonkar Nagar, Pune",2.0,,,,,,Immediately,,,Unfurnished,,"₹24,000",,"Lonkar Nagar, Pune - East, Maharashtra",,Unfurnished,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Residential-House-FOR-Rent-Lonkar-Nagar-in-Pune&id=4d423833333037333735,1150sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
"2 BHK 1135 Sq-ft Flat/Apartment  For Rent in Shree Ram Hill View,","₹20,000","Dhanori, Pune",2.0,2.0,2.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Shree Ram Hill View,3(Out of 9 Floors),Immediately,None of these,East,Semi-Furnished,,"₹20,000","₹40, 000","Lohegaon, Pune, Dhanori, Pune - North, Maharashtra",Dhanori,Semi-Furnished,Main Road,Less than 5 years,₹ 29.9 Lac - ₹ 62.7 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1135-Sq-ft-Multistorey-Apartment-FOR-Rent-Dhanori-in-Pune&id=4d423735383930383631,,Shree Ram Developers,"Fire Fighting Equipment,Kids Play Area,Solar Energy,Multipurpose Hall,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,402 - ₹ 6,694","1, 2 BHK Flats","7 Towers , 216 Units",,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,2.0,2.0,,1.0,,,,,,,,,,,
"3 BHK 1050 Sq-ft Flat/Apartment  For Rent in VJ IndiLife Kharadi,","₹35,000","Kharadi, Pune",3.0,3.0,,890sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,VJ IndiLife Kharadi,12(Out of 22 Floors),Immediately,Puja Room,East,Unfurnished,,"₹35,000","₹70, 000","673, Kharadi - Wagholi Street, Kharadi, Kharadi, Pune - East, Maharashtra","nagar road, Kharadi and EON IT park, Dmart, decathlon, Euro  podar",Unfurnished,"Garden/Park, Pool, Main Road",New Construction,Call For Price,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Kharadi-in-Pune&id=4d423833303432343137,,Vilas Javdekar Infinitee Developers Pvt Ltd,"Aesthetically designed landscape garden,Sewage treatment plant,Fire Fighting Equipment,Waste Disposal,Reserved Parking",,Commercial Office Space,"2 Towers , 725 Units",,,1.0,1 Covered,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,2.0,2.0,1.0,1.0,,,,,,,,,,,
"2 BHK 1355 Sq-ft Flat/Apartment  For Rent in Marvel Arco,","₹45,000","Amanora Park Town, Pune",2.0,2.0,2.0,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,Marvel Arco,5(Out of 13 Floors),Immediately,"Puja Room, Study, Store",East,Semi-Furnished,,"₹45,000",₹1.0 Lac,"Hadapsar, Pune, Amanora Park Town, Pune - East, Maharashtra",Near WTC,Semi-Furnished,"Garden/Park, Pool, Main Road",Less than 5 years,₹ 1.38 Cr - ₹ 6.18 Cr,https://www.magicbricks.com/propertyDetails/2-BHK-1355-Sq-ft-Multistorey-Apartment-FOR-Rent-Amanora-Park-Town-in-Pune&id=4d423833373736393437,,Marvel Realtors,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Jogging and Strolling Track,Banquet Hall,Waste Disposal,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3, 4 BHK Flat | 2, 3 BHK Penthouse","6 Towers , 234 Units",,,1.0,,Vitrified,24 Hours Available,No/Rare Powercut,3.0,3.0,,4.0,,,,,,,,,,,
"2 BHK Flat 800 Sq-ft For Rent in Raheja Sterling,","₹32,000","NIBM Road, Pune",2.0,2.0,,742sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,Raheja Sterling,17(Out of 21 Floors),Immediately,,,Semi-Furnished,New Construction,"₹32,000",,"NIBM Road, Pune - South, Maharashtra",,Semi-Furnished,Main Road,New Construction,₹ 73.9 Lac - ₹ 80.1 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-NIBM-Road-in-Pune&id=4d423832333036363331,,K Raheja Corp,"Badminton court,Kids play area,CCTV Camera,Vaastu Compliant,Security,Park,Gymnasium,Club House,Lift","₹ 6,500 - ₹ 13,926",2 BHK Flats,"5 Towers , 742 Units",,,,,Vitrified,,,,,1.0,,,,,,,,,,,,
"3 BHK 1470 Sq-ft Flat/Apartment  For Rent in Godrej Infinity,","₹45,000","Keshav Nagar, Pune",3.0,3.0,3.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,Godrej Infinity,14(Out of 17 Floors),Immediately,"Puja Room, Study, Store, Servant Room",East,Semi-Furnished,,"₹45,000","₹90, 000","Mundwa keshav nagar pune, Keshav Nagar, Pune - East, Maharashtra",Keshav Nagar,Semi-Furnished,"Pool, Garden/Park, Main Road",5 to 10 years,₹ 59.5 Lac - ₹ 1.40 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1470-Sq-ft-Multistorey-Apartment-FOR-Rent-Keshav-Nagar-in-Pune&id=4d423833373734343237,,Godrej Properties,"Cycling & Jogging Track,Meditation Area,Kids Play Area,Kids Club,Event Space & Amphitheatre,Large Clubhouse,Jogging and Strolling Track,DTH Television Facility,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Gymnasium,Lift,Power Back Up",,"1, 2, 3 BHK Flat","6 Towers , 1209 Units",,,1.0,,"Mosaic, Wooden, Marble, Granite, Marbonite",24 Hours Available,No/Rare Powercut,4.0,4.0,,,,,,P52100003129,,,,,,,
"2 BHK Flat 971 Sq-ft For Rent in Urbania Mangalam,","₹17,000","Dudulgaon, Pune",2.0,2.0,3.0,821sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Urbania Mangalam,12(Out of 13 Floors),Immediately,,,Unfurnished,New Construction,"₹17,000|₹1,400Monthly Maintenance",,"Urbania Mangala  2 bhk, Dudulgaon, Pune - North, Maharashtra",,Unfurnished,Main Road,New Construction,₹ 50.6 Lac - ₹ 60.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-971-Sq-ft-Multistorey-Apartment-FOR-Rent-Dudulgaon-in-Pune&id=4d423833353133353237,,Urbania Realty,"Indoor Games Room,Kids play area,Jogging and Strolling Track,Vaastu Compliant,Security,Park,Club House,Lift,Power Back Up",,"1, 2 BHK Flat","2 Towers , 177 Units",,,,,,,,,,,,,,,,,,,,,,
"1 BHK Flat 652 Sq-ft For Rent in Devarshi Complex,","₹10,000","Narhe, Pune",,2.0,,,Devarshi Complex,5(Out of 12 Floors),Immediately,,,Furnished,,"₹10,000",,"Narhe, Pune - South, Maharashtra",,Furnished,,,₹ 35.0 Lac - ₹ 40.0 Lac,https://www.magicbricks.com/propertyDetails/1-BHK-652-Sq-ft-Multistorey-Apartment-FOR-Rent-Narhe-in-Pune&id=4d423633373231373433,652sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,Devashri Group,"Fire Fighting Equipment,Activity Deck4,Meditation Area,Kids Play Area,Kids Club,Jogging and Strolling Track,Cafeteria/Food Court,Banquet Hall,Laundry Service,Maintenance Staff,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,498 - ₹ 5,944",1 BHK Flats,"2 Towers , 256 Units",1.0,,,,,,,,,,,,,,,,,,,,,
"3 BHK 3100 Sq-ft Flat/Apartment  For Rent in Panchshil One North,",₹1.0 Lac,"Magarpatta City, Pune",3.0,3.0,2.0,3000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Panchshil One North,6(Out of 20 Floors),Immediately,"Puja Room, Store, Study, Servant Room",East,Furnished,,₹1 Lac,₹4.0 Lac,"Viman Nagar, Pune, Magarpatta City, Pune - East, Maharashtra",,Furnished,"Pool, Garden/Park",5 to 10 years,₹ 4.75 Cr - ₹ 5.56 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-3100-Sq-ft-Multistorey-Apartment-FOR-Rent-Magarpatta-City-in-Pune&id=4d423633393131333333,,Panchshil Realty,"Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,4 BHK Flat,"7 Towers , 336 Units",,,,,,,,,,,,,,Co-operative Society,,,,,,,,
"2 BHK Flat 970 Sq-ft For Rent in Blue Royal Platinum Heritage,","₹21,000","Ravet, Pune",2.0,2.0,2.0,630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Blue Royal Platinum Heritage,5(Out of 6 Floors),Immediately,,,Unfurnished,5 to 10 years,"₹21,000","₹60, 000","503., Ravet, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",DMart and PCMC Garden is at walking distance.,Unfurnished,Main Road,5 to 10 years,₹ 80.0 Lac - ₹ 92.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Rent-Ravet-in-Pune&id=4d423338393931373131,,,"Fire Fighting Equipment,Reserved Parking,Lift",,,"1 Tower , 36 Units",,,,,"Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone",,No/Rare Powercut,,,,,,,,,,,,,,,
"3 BHK Flat 1403 Sq-ft For Rent in GD 18 Latitude,","₹35,000","Punawale, Pune",3.0,3.0,3.0,,GD 18 Latitude,8(Out of 10 Floors),Immediately,,West,Semi-Furnished,5 to 10 years,"₹35,000",,"B-802 18 Latitude Punawale, Punawale, Pune - Pimpri Chinchwad Municipal Corporation, Maharashtra",,Semi-Furnished,"Garden/Park, Main Road",5 to 10 years,₹ 67.1 Lac - ₹ 89.5 Lac,https://www.magicbricks.com/propertyDetails/3-BHK-1403-Sq-ft-Multistorey-Apartment-FOR-Rent-Punawale-in-Pune&id=4d423831393833373735,1403sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,GD Square Developers,"Fire Fighting Equipment,Retail Boulevard (Retail Shops),Multipurpose Courts,Meditation Area,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Flower Gardens,Event Space & Amphitheatre,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","3 Towers , 114 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1005 Sq-ft For Rent in Majestique Magnum,","₹15,000","Pisoli, Pune",2.0,2.0,2.0,,Majestique Magnum,4(Out of 6 Floors),Immediately,,,Semi-Furnished,5 to 10 years,"₹15,000","₹40, 000","Pisoli, Pune - South, Maharashtra",,Semi-Furnished,Main Road,5 to 10 years,₹ 30.0 Lac - ₹ 45.0 Lac,https://www.magicbricks.com/propertyDetails/2-BHK-1005-Sq-ft-Multistorey-Apartment-FOR-Rent-Pisoli-in-Pune&id=4d423735383838383837,1005sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,Majestique Landmarks,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Coffee Lounge & Restaurants,Barbeque Pit,AEROBICS ROOM,Multipurpose Hall,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 3,979 - ₹ 4,582","1, 2 BHK Flats","2 Towers , 198 Units",,,,,,,,,,,,,,,,,,,,,,
2 BHK Flat 1200 Sq-ft For Rent in,"₹26,000","Nal Stop, Pune",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹26/sqft,,3(Out of 4 Floors),Immediately,None of these,East,Semi-Furnished,5 to 10 years,"₹26,000|₹1,000Monthly Maintenance","₹60, 000","Nal Stop, Pune - Central, Maharashtra",,Semi-Furnished,,5 to 10 years,,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Nal-Stop-in-Pune&id=4d423633373235313531,,,,,,,,,,1 Open,Vitrified,24 Hours Available,No/Rare Powercut,,1.0,1.0,,,,,,,,,,,,
"3 BHK 1100 Sq-ft Flat/Apartment  For Rent in Joyville Hadapsar Annexe,","₹27,000","Manjri, Pune",3.0,3.0,2.0,990sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Joyville Hadapsar Annexe,14(Out of 21 Floors),Immediately,None of these,East,Unfurnished,Less than 5 years,"₹27,000","₹60, 000","Manjri, Pune, Manjri, Pune - Eastern Outskirts, Maharashtra",All daily needed stuffs are available in malls n shops located Nearby,Unfurnished,Garden/Park,Less than 5 years,₹ 49.0 Lac - ₹ 1.02 Cr,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Manjri-in-Pune&id=4d423831353034363433,,,"Jogging and Strolling Track,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift","₹ 6,900 - ₹ 9,273","1, 2, 3 BHK Flats",,,,1.0,1 Covered,Vitrified,24 Hours Available,No/Rare Powercut,3.0,3.0,,1.0,,,,,,,,,,,
