Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Status,Furnished Status,Rental Value,Security Deposit,Address,Landmarks,Furnishing,link,Bath,Super Built-up Area,Floor,Age Of Construction,Age of Construction,Balconies,Project,Facing,Overlooking,Additional Rooms,Price,Developer,Amenities,Price per sqft,Configuration,Tower & Unit,Covered Parking,Lifts,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Bed,Flooring,Authority Approval,Unit,Type of Ownership,RERA ID,Tower,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floor allowed,Floors allowed
2 BHK 650 Sq-ft Flat/Apartment  For Rent in,"₹8,500","Bansdroni, Kolkata",2.0,,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,Immediately,Semi-Furnished,"₹8,500|₹300Monthly Maintenance","₹17, 000","Bansdroni pirpukur, Bansdroni, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Bansdroni-in-Kolkata&id=4d423833373930363931,1.0,,Ground(Out of 3 Floors),Less than 5 years,Less than 5 years,,,East,Garden/Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 750 Sq-ft Flat/Apartment  For Rent in,"₹15,000","Santoshpur, Kolkata",2.0,2.0,,,Immediately,Semi-Furnished,"₹15,000",,"Santoshpur, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Santoshpur-in-Kolkata&id=4d423833373738373131,,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,2(Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹13,000","Natun Diyara, Kolkata",2.0,,,,Immediately,Semi-Furnished,"₹13,000",,"Natun Diyara, Kolkata - South 24 Parganas District, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Residential-House-FOR-Rent-in-Kolkata&id=4d423833373732393935,1.0,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,1(Out of 1 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹12,000","Khardah, Kolkata",2.0,,1.0,500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Immediately,Unfurnished,"₹12,000|₹200Monthly Maintenance","₹30, 000","kallyan nagar, Khardah, Kolkata - North 24 Parganas District, West Bengal",rahara bus stand,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Rent-Khardah-in-Kolkata&id=4d423735373132393331,1.0,,,Less than 5 years,Less than 5 years,,,South -West,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1822 Sq-ft Flat/Apartment  For Rent in Mani Vista,",₹1.3 Lac,"Tollygunge, Kolkata",3.0,3.0,1.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,Immediately,Furnished,₹1.3 Lac,₹3.0 Lac,"2 NSC Bose road, Tollygunge, Kolkata - South, West Bengal",Jadavpur police station opposite,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1822-Sq-ft-Multistorey-Apartment-FOR-Rent-Tollygunge-in-Kolkata&id=4d423833373536373739,,,10(Out of 37 Floors),New Construction,New Construction,,Mani Vista,South,"Pool, Garden/Park, Main Road","Puja Room, Store, Study, Servant Room",₹ 2.92 Cr - ₹ 4.33 Cr,Mani Group,"Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting","₹ 10,909 - ₹ 11,429",3 BHK Flats,"2 Towers , 162 Units",,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1630 Sq-ft Flat/Apartment  For Rent in Srijan Ozone Kolkata,","₹52,000","EM Bypass, Kolkata",3.0,3.0,,,Immediately,Furnished,"₹52,000",₹1.0 Lac,"Eastern Metropolitan Bypass, Kolkata, EM Bypass, Kolkata - South, West Bengal",Kamalgazi,Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1630-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423830383035323437,,1630sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,12(Out of 18 Floors),,Less than 5 years,2.0,Srijan Ozone Kolkata,North - East,"Garden/Park, Main Road",None of these,₹ 1.45 Cr - ₹ 2.22 Cr,PS Group & Srijan Realty Pvt. Ltd.,"Fire Fighting Equipment,Indoor Games Room,Cafeteria/Food Court,Intercom Facility,Visitor Parking,Security,Gymnasium,Swimming Pool,Rain Water Harvesting,Power Back Up",,3 BHK Flats,"7 Towers , 530 Units",1.0,2.0,1 Covered,24 Hours Available,No/Rare Powercut,18.0,2.0,,Vitrified,,,,,,,,,,,,,
3 BHK 800 Sq-ft Flat/Apartment  For Rent in,"₹18,000","Girish Park, Kolkata",3.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Unfurnished,"₹18,000","₹50, 000","23 Ramtanu bose lane kol 6, Girish Park, Kolkata - North, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Girish-Park-in-Kolkata&id=4d423335363931383233,,,Ground(Out of 1 Floors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 970 Sq-ft For Rent in Usha Plaza,","₹9,500","Barrackpore, Kolkata",2.0,2.0,1.0,825sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,Immediately,Unfurnished,"₹9,500",,"rahara Coportive colony, Barrackpore, Kolkata - North 24 Parganas District, West Bengal","rahara bazar, bus stop, Khardah rail station",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Rent-Barrackpore-in-Kolkata&id=4d423534333138303933,,,2(Out of 5 Floors),New Construction,New Construction,,Usha Plaza,East,Main Road,,₹ 32.0 Lac - ₹ 39.1 Lac,,,,,"1 Tower , 14 Units",,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1200 Sq-ft For Rent in Merlin 5th Avenue,","₹31,500","Sector 5 Salt Lake City, Kolkata",2.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,Immediately,Semi-Furnished,"₹31,500|₹3,500Monthly Maintenance",,"Sector 5 Salt Lake City, Kolkata, Sector 5 Salt Lake City, Kolkata - East, West Bengal",2 min to Sector V offices and 3 min  to metro,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Salt-Lake-City-Sector-5-in-Kolkata&id=4d423833353835323033,,,10(Out of 29 Floors),,,,Merlin 5th Avenue,,,,₹ 1.02 Cr - ₹ 3.18 Cr,Merlin Group,"Meditation Area,Kids Play Area,Indoor Games Room,3 Tier Security System,Outdoor Tennis Courts,Jogging and Strolling Track,Security,Swimming Pool",,3 BHK Flat,"5 Towers , 461 Units",,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹4,000","Dhakuria, Kolkata",,2.0,,,Immediately,Furnished,"₹4,000",,"Dhakuria, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Residential-House-FOR-Rent-Dhakuria-in-Kolkata&id=4d423830383034303831,,350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,1(Out of 3 Floors),,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1 BHK Flat 1200 Sq-ft For Rent in,"₹10,000","Baranagar, Kolkata",,3.0,1.0,,Immediately,Semi-Furnished,"₹10,000","₹20, 000","Tobin Road, Baranagar, Kolkata - North, West Bengal","1.5 km of Baranagar Metro, 1 km of Noapara Metro station",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Baranagar-in-Kolkata&id=4d423833303138393739,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹8/sqft,Ground(Out of 2 Floors),5 to 10 years,5 to 10 years,,,South,Main Road,None of these,,,,,,,,,,24 Hours Available,No/Rare Powercut,2.0,,1.0,Marble,,,,,,,,,,,,,
3 BHK Flat 1650 Sq-ft For Rent in,"₹45,000","New Alipore, Kolkata",3.0,3.0,,,Immediately,Semi-Furnished,"₹45,000","₹90, 000","New Alipore, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Alipore-in-Kolkata&id=4d423830303134333937,,1650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,1(Out of 4 Floors),5 to 10 years,5 to 10 years,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹5,000","Ramakrishna Palli, Kolkata",,,,,Immediately,Unfurnished,"₹5,000",,"Ramakrishna Palli, Kolkata - South 24 Parganas District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Residential-House-FOR-Rent-Ramakrishna-Palli-in-Kolkata&id=4d423831393436323333,1.0,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"3 BHK 2400 Sq-ft Flat/Apartment  For Rent in Ambuja Upohar High End Society,","₹55,000","Garia, Kolkata",3.0,4.0,,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Immediately,Semi-Furnished,"₹55,000",₹11.0 Lac,"Near E M By pass kavi subhas Metro, Garia, Kolkata - South 24 Parganas District, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Rent-Garia-in-Kolkata&id=4d423830383034393635,,,6(Out of 19 Floors),15 to 20 years,15 to 20 years,3.0,Ambuja Upohar High End Society,,,,₹ 45.0 Lac - ₹ 60.0 Lac,Ambuja Neotia,"Earth quake resistant,Maintenance Staff,Vaastu Compliant,Rain Water Harvesting,Lift,Power Back Up",,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹25,000","Behala, Kolkata",3.0,2.0,,,Immediately,Semi-Furnished,"₹25,000",,"Behala, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Residential-House-FOR-Rent-Behala-in-Kolkata&id=4d423832323736333833,,1300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK Residential House  For Rent,"₹65,000","Salt Lake City, Kolkata",3.0,3.0,,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹41/sqft,Immediately,Semi-Furnished,"₹65,000",,"FE Block Sector 3 Bidhannagar Kolkata West Bengal 700106, Salt Lake City, Kolkata - North, West Bengal",Joydeep Mukherjee Tennis Academy,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Residential-House-FOR-Rent-Salt-Lake-City-in-Kolkata&id=4d423534333934313239,,,Ground(Out of 3 Floors),15 to 20 years,15 to 20 years,2.0,,North,"Garden/Park, Main Road",Store,,,,,,,,,1 Open,24 Hours Available,No/Rare Powercut,,,,"Wooden, Ceramic Tiles, Marble",City Municipal Corporation,,,,,,,,,,,,
"3 BHK Flat 1435 Sq-ft For Rent in Diamond City South,","₹32,000","Tollygunge, Kolkata",3.0,2.0,,,Immediately,Semi-Furnished,"₹32,000",,"Tollygunge, Kolkata - South, West Bengal",Tollygunge.,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-Tollygunge-in-Kolkata&id=4d423534333330363131,,1435sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,18(Out of 20 Floors),,,,Diamond City South,,,,₹ 1.25 Cr - ₹ 2.13 Cr,Diamond Group,"Fire Fighting Equipment,Cycling & Jogging Track,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Piped Gas,Banquet Hall,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 6,740 - ₹ 9,059","2, 3 BHK Flats","5 Towers , 672 Units",1.0,,1 Covered,,,,,,Vitrified,,,,,,,,,,,,,
2 BHK Flat 1100 Sq-ft For Rent in,"₹22,000","Sector 5 Salt Lake City, Kolkata",2.0,2.0,1.0,825sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,Immediately,Furnished,"₹22,000|₹2,500Monthly Maintenance","₹66, 000","Salt Lake, Sector 5 Salt Lake City, Kolkata - East, West Bengal",Salt Lake Sector V Near Sector V Metro Station,Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Salt-Lake-City-Sector-5-in-Kolkata&id=4d423833353835373235,,,3(Out of 5 Floors),5 to 10 years,5 to 10 years,,,North - East,Main Road,"Puja Room, Study, Store",,,,,,,1.0,,1 Covered,24 Hours Available,No/Rare Powercut,1.0,1.0,,"Marble, Marbonite, Mosaic, Wooden",,,,,,,,,,,,,
"3 BHK Flat 1234 Sq-ft For Rent in Primarc Southwinds,","₹24,000","Sonarpur, Kolkata",3.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,Immediately,Semi-Furnished,"₹24,000",,"Southwinds 132 Ghosal Para Ln Manikpur Chowhati Haraharitala Rajpur Sonarpur West Bengal 700148, Sonarpur, Kolkata - South 24 Parganas District, West Bengal",Sahid Khudiram Metro Station,Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1234-Sq-ft-Multistorey-Apartment-FOR-Rent-Sonarpur-in-Kolkata&id=4d423831393436323533,,,6(Out of 15 Floors),New Construction,New Construction,,Primarc Southwinds,South -West,"Garden/Park, Main Road",,₹ 46.5 Lac - ₹ 1.53 Cr,Primarc Realty,"Community Hall,Badminton court,Cricket net practice,Half basketball court,Water treatment plant,Sewage treatment plant,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Event Space & Amphitheatre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Library,Kids play area,CCTV Camera,Multipurpose Hall,Large Open space,Large Clubhouse,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,767 - ₹ 12,500","2, 3, 4 BHK Flats","16 Towers , 1951 Units",,2.0,,24 Hours Available,No/Rare Powercut,15.0,2.0,,Ceramic Tiles,City Municipal Corporation,,,,,,,,,,,,
"2 BHK Flat 800 Sq-ft For Rent in Palli Shri Apartment,","₹7,500","Bansdroni, Kolkata",2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,Immediately,Unfurnished,"₹7,500|₹200Monthly Maintenance","₹14, 000","58/28., Bansdroni, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Bansdroni-in-Kolkata&id=4d423335373138333937,,,2(Out of 4 Floors),5 to 10 years,5 to 10 years,,Palli Shri Apartment,,,,₹ 30.0 Lac - ₹ 40.0 Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹17,000","Lake Gardens, Kolkata",2.0,2.0,,770sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,Immediately,Unfurnished,"₹17,000|₹1,000Monthly Maintenance","₹50, 000","272 B Lake Garden, Lords More, Near Arambagh Food Mart Kolkata 700045, Lake Gardens, Kolkata - South, West Bengal",Lord More,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Lake-Gardens-in-Kolkata&id=4d423732313035373837,,,3(Out of 3 Floors),10 to 15 years,10 to 15 years,2.0,,South,"Garden/Park, Main Road","Puja Room, Study, Store",,,,,,,,,1 Open,24 Hours Available,No/Rare Powercut,,,,Mosaic,,,,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹30,000","Sahanagar, Kolkata",2.0,2.0,1.0,850sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,Immediately,Unfurnished,"₹30,000|₹2,000Monthly Maintenance",₹1.5 Lac,"9 A Sahanagar Road Kolkata 26, Sahanagar, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Sahanagar-in-Kolkata&id=4d423734333433373735,,,2(Out of 2 Floors),Less than 5 years,Less than 5 years,,,,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BHK Flat 600 Sq-ft For Rent in,"₹9,000","Ranikuthi, Kolkata",,,1.0,,Immediately,Furnished,"₹9,000",,"ranikuthi near manroad 1badham 1daines 1bathroom 1Keenan foll farnese, Ranikuthi, Kolkata - South, West Bengal",,Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Ranikuthi-in-Kolkata&id=4d423735373132373437,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,3(Out of 3 Floors),Less than 5 years,Less than 5 years,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹9,000","Unique Park Behala, Kolkata",2.0,2.0,1.0,875sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹10/sqft,Immediately,Unfurnished,"₹9,000","₹10, 000","P-117/4., Unique Park Behala, Kolkata - South 24 Parganas District, West Bengal",Near Arya Vidya Mandir School,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Unique-Park-Behala-in-Kolkata&id=4d423534333132323335,,,Ground(Out of 2 Floors),Above 20 years,Above 20 years,,,East,,"Puja Room, Study",,,,,,,,,,24 Hours Available,No/Rare Powercut,,,,Ceramic Tiles,,,,,,,,,,,,,
3 BHK 1300 Sq-ft Flat/Apartment  For Rent in,"₹20,000","EM Bypass, Kolkata",3.0,2.0,1.0,870sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Unfurnished,"₹20,000|₹1,500Monthly Maintenance",,"EM Bypass, Kolkata - South, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-EM-Bypass-in-Kolkata&id=4d423833363733343639,,,5(Out of 5 Floors),Less than 5 years,Less than 5 years,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,
"2 BHK Flat 796 Sq-ft For Rent in Riya Gitanjali,","₹15,000","Barrackpore, Kolkata",2.0,2.0,1.0,,Immediately,Unfurnished,"₹15,000|₹1,800Monthly Maintenance","₹10, 000","Barrackpore, Barrackpore, Kolkata - North 24 Parganas District, West Bengal","Nilgaunge Busstand, Mudibari Bus stoppage",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-796-Sq-ft-Multistorey-Apartment-FOR-Rent-Barrackpore-in-Kolkata&id=4d423732303839333331,,796sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,4(Out of 4 Floors),Less than 5 years,Less than 5 years,,Riya Gitanjali,South - East,"Garden/Park, Pool, Main Road",,₹ 26.2 Lac - ₹ 55.1 Lac,Riya Projects,"Fire Fighting Equipment,Outdoor Tennis Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Games Room,Flower Gardens,AEROBICS ROOM,CCTV Camera,Banquet Hall,Intercom Facility,Air Conditioned,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up",,1 BHK Flats,"4 Towers , 214 Units",,,,,,,,,,,,,,,,,,,,,,
1 BHK Flat 483 Sq-ft For Rent in,"₹10,000","SP Shukhobristi Housing Complex ,Newtown, Kolkata",,,,,Immediately,Semi-Furnished,"₹10,000",,"Kolkata, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-483-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Kolkata&id=4d423833343030353135,1.0,483sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,3(Out of 4 Floors),,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2 BHK 655 Sq-ft Flat/Apartment  For Rent in,"₹16,000","Naktala, Kolkata",2.0,2.0,1.0,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Immediately,Semi-Furnished,"₹16,000|₹400Monthly Maintenance","₹17, 000","Taratala, Naktala, Kolkata - South, West Bengal",,Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-655-Sq-ft-Multistorey-Apartment-FOR-Rent-Naktala-in-Kolkata&id=4d423831343536373037,,,3(Out of 3 Floors),10 to 15 years,10 to 15 years,,,South - East,Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK Flat 1094 Sq-ft For Rent in Oswal Orchard Residency,","₹20,000","New Garia, Kolkata",2.0,2.0,1.0,,Immediately,Unfurnished,"₹20,000|₹3,000Monthly Maintenance",,"2097 Orchard Residency, New Garia, Kolkata - South 24 Parganas District, West Bengal",,Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1094-Sq-ft-Multistorey-Apartment-FOR-Rent-New-Garia-in-Kolkata&id=4d423639303434353737,,1094sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,4(Out of 7 Floors),Less than 5 years,Less than 5 years,,Oswal Orchard Residency,South - East,,,₹ 36.4 Lac - ₹ 45.2 Lac,Oswal Group,"Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Meditation Area,Kids Club,Indoor Squash & Badminton Courts,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Bar/Lounge,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","1 Tower , 21 Units",,,,,,,,,,,,,,,,,,,,,,
