Title,Rental_Price,Location,Bed,Baths,Carpet Area,Floor,Status,Furnished Status,Rental Value,Security Deposit,Address,Furnishing,link,Facing,Age Of Construction,Flooring,Overlooking,Age of Construction,Bath,Super Built-up Area,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Beds,Balcony,Balconies,Landmarks,Additional Rooms,Lifts,Water Availability,Status of Electricity,Floors allowed for construction,Lift,Car parking,Covered Parking,Tower,Authority Approval,Unit,Type of Ownership,RERA ID,Floors allowed,Plot Area,Any Construction done,Boundary Wall,Transaction Type
"4 BHK 2100 Sq-ft Flat/Apartment  For Rent in Piramal Aranya ,",₹2.9 Lac,"Byculla, Mumbai",,4.0,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹138/sqft,16(Out of 60 Floors),Immediately,Unfurnished,"₹2.9 Lac|₹14,000Monthly Maintenance",₹10.0 Lac,"ES Patanwala Marg, Byculla East, Byculla, Mumbai, Maharashtra 400010, Byculla, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-Byculla-in-Mumbai&id=4d423738393230313733,East,,Marble,Garden/Park,Less than 5 years,,,Piramal Realty,Piramal Aranya,"Kids Splash Pool,Cricket net practice,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Coffee Lounge & Restaurants,Library,Kids play area,Barbeque space,Water Front,Wine Cellar,Fireplace,Private Garage,Multipurpose Hall,Premium branded fittings,Grand Entrance lobby,Fingerprint Access,Large Open space,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Earth quake resistant,High Ceiling,Skydeck,Sea facing,Golf Course,Mini Cinema Theatre,Private pool,Concierge Services,House help accommodation,Full Glass Wall,Island Kitchen Layout,Downtown,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 5.78 Cr - ₹ 7.55 Cr,"₹ 25,385 - ₹ 63,636","2, 3, 4 BHK Flats","3 Towers , 1366 Units",4.0,1.0,,Westerly facing flat with gated community.,Puja Room,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,,,,,,,,,
"3 BHK 1200 Sq-ft Flat/Apartment  For Rent in L&T Crescent Bay,",₹1.6 Lac,"Parel, Mumbai",,3.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹133/sqft,28(Out of 50 Floors),Immediately,Unfurnished,"₹1.6 Lac|₹12,000Monthly Maintenance",₹4.0 Lac,"Parel, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Parel-in-Mumbai&id=4d423738393231363439,West,,Marble,Garden/Park,5 to 10 years,,,L&T Realty,L&T Crescent Bay,"Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Concierge Services,AEROBICS ROOM,Kids play area,CCTV Camera,Guest lobby in each floor,Multipurpose Hall,AC in each room,Grand Entrance lobby,3 Tier Security System,Large Clubhouse,Health club with Steam / Jaccuzi,High Ceiling,Skydeck,Sea facing,Mini Cinema Theatre,Private jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.30 Cr - ₹ 6.45 Cr,"₹ 23,455 - ₹ 35,182","2, 3 BHK Flats","6 Towers , 1282 Units",3.0,1.0,,Westerly facing flat with gated community.,Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,1.0,,,,,,,,,,
2 BHK Flat 1000 Sq-ft For Rent in,"₹68,000","Chembur, Mumbai",,2.0,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹97/sqft,4(Out of 12 Floors),Immediately,Unfurnished,"₹68,000",₹2.0 Lac,"chembur, Chembur, Mumbai - Harbour Line, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423831343531353631,North,5 to 10 years,Vitrified,Garden/Park,5 to 10 years,,,,,,,,,,2.0,1.0,,ghattla,None of these,2.0,24 Hours Available,No/Rare Powercut,10.0,2.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 900 Sq-ft Flat/Apartment  For Rent in L&T Crescent Bay,",₹1.4 Lac,"Parel, Mumbai",,2.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹156/sqft,28(Out of 50 Floors),Immediately,Unfurnished,"₹1.4 Lac|₹12,000Monthly Maintenance",₹4.0 Lac,"Parel, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Parel-in-Mumbai&id=4d423738393231363133,West,,Marble,Garden/Park,5 to 10 years,,,L&T Realty,L&T Crescent Bay,"Badminton court,Aesthetically designed landscape garden,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Library And Business Centre,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Concierge Services,AEROBICS ROOM,Kids play area,CCTV Camera,Guest lobby in each floor,Multipurpose Hall,AC in each room,Grand Entrance lobby,3 Tier Security System,Large Clubhouse,Health club with Steam / Jaccuzi,High Ceiling,Skydeck,Sea facing,Mini Cinema Theatre,Private jaccuzi,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 3.30 Cr - ₹ 6.45 Cr,"₹ 23,455 - ₹ 35,182","2, 3 BHK Flats","6 Towers , 1282 Units",2.0,1.0,,Westerly facing flat with gated community.,Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,1.0,,,,,,,,,,
"2 BHK 800 Sq-ft Flat/Apartment  For Rent in Chandak Cornerstone,",₹1.4 Lac,"Worli, Mumbai",,2.0,586sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹239/sqft,50(Out of 65 Floors),Immediately,Semi-Furnished,₹1.4 Lac,₹3.0 Lac,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423637353833333833,,,Marble,Garden/Park,,,,Chandak Group,Chandak Cornerstone,"Sewage treatment plant,Meditation Area,CCTV Camera,Grand Entrance lobby,Piped Gas,Bar/Lounge,Private Terrace/Garden,Swimming Pool",₹ 2.79 Cr - ₹ 6.39 Cr,"₹ 28,000 - ₹ 45,625",2 BHK Flats,"1 Tower , 140 Units",2.0,,,,Store,4.0,24 Hours Available,No/Rare Powercut,,4.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 1100 Sq-ft Flat/Apartment  For Rent in K Raheja Interface Heights,",₹1.0 Lac,"Malad West, Mumbai",,2.0,,3(Out of 20 Floors),Immediately,Semi-Furnished,₹1 Lac,₹4.0 Lac,"interface heights, Malad West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Malad-West-in-Mumbai&id=4d423833323834303039,East,10 to 15 years,,"Garden/Park, Main Road",10 to 15 years,,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹91/sqft,K Raheja Realty,K Raheja Interface Heights,"Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Meditation Area,Kids Play Area,Guest Accommodation,Event Space & Amphitheatre,Internet/Wi-Fi Connectivity,Intercom Facility,Vaastu Compliant,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.34 Cr - ₹ 3.57 Cr,"₹ 15,217 - ₹ 25,895",2 BHK Flats,"7 Towers , 310 Units",2.0,,4.0,behind infinity mall malad west,Store,,,,,,,,,,,,,,,,,
"3 BHK 1300 Sq-ft Flat/Apartment  For Rent in Lodha Adrina,",₹2.7 Lac,"Worli, Mumbai",,3.0,1194sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹226/sqft,,Immediately,Unfurnished,₹2.7 Lac,₹11.5 Lac,"Lodha Adrina, Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423832383134333131,West,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,Lodha Developers Limited,Lodha Adrina,"Kids Splash Pool,Badminton court,Cricket net practice,Fire Fighting Equipment,Activity Deck4,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Club,Indoor Games Room,Bank & ATM,Barbeque Pit,Library,Kids play area,Guest lobby in each floor,Solar Energy,Multipurpose Hall,AC in each room,Located in the Heart of city,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Sea facing,Pool with temperature control,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Private pool,Conference Room,Banquet Hall,Laundry Service,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 6.95 Cr - ₹ 18.0 Cr,"₹ 30,591 - ₹ 1.0 Lac","2, 3, 5 BHK Flats","6 Towers , 394 Units",3.0,,,Near Jain Mandir.,,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,2 Covered,2.0,,Developer,,,,,,,,
1 BHK Flat 600 Sq-ft For Rent in,"₹35,000","Borivali West, Mumbai",1.0,2.0,450sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹78/sqft,4(Out of 7 Floors),Immediately,Furnished,"₹35,000",₹1.3 Lac,"I C Colony Borivali West Holly Cross Road, Borivali West, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-Borivali-West-in-Mumbai&id=4d423832383134353033,East,15 to 20 years,Vitrified,,15 to 20 years,,,,,,,,,,,,,Link Road Near By,None of these,,24 Hours Available,No/Rare Powercut,7.0,1.0,1 Open,,,,,,,,,,,
"2 BHK 1253 Sq-ft Flat/Apartment  For Rent in Lotus Sky Garden,","₹58,000","Orlem, Mumbai",,2.0,809sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹72/sqft,22(Out of 43 Floors),Immediately,Unfurnished,"₹58,000|₹1Monthly Maintenance",₹2.0 Lac,"Malad West, Mumbai, Orlem, Mumbai - Western Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1253-Sq-ft-Multistorey-Apartment-FOR-Rent-Orlem-in-Mumbai&id=4d423833343933383231,East,,Vitrified,Main Road,Less than 5 years,,,Lotus Logistic and Developers,Lotus Sky Garden,"Meditation Area,Library And Business Centre,Indoor Games Room,Flower Gardens,Smart Home,Fireplace,Health club with Steam / Jaccuzi,Private jaccuzi,Skyline View,Jogging and Strolling Track,Piped Gas,Conference Room,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.30 Cr - ₹ 5.92 Cr,"₹ 15,385 - ₹ 19,305","2, 3 BHK Flats","1 Tower , 230 Units",2.0,,,Orlem church.,None of these,5.0,24 Hours Available,No/Rare Powercut,20.0,5.0,1 Covered,1.0,,,,,,,,,,
"2 BHK 1150 Sq-ft Flat/Apartment  For Rent in Lodha Adrina,",₹2.0 Lac,"Worli, Mumbai",,2.0,944sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹212/sqft,,Immediately,Unfurnished,₹2 Lac,₹7.5 Lac,"Lodha Adrina, Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Multistorey-Apartment-FOR-Rent-Worli-in-Mumbai&id=4d423832383134383239,West,New Construction,"Mosaic, Vitrified, Wooden, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite, Marbonite","Garden/Park, Pool, Main Road",New Construction,,,Lodha Developers Limited,Lodha Adrina,"Kids Splash Pool,Badminton court,Cricket net practice,Fire Fighting Equipment,Activity Deck4,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Club,Indoor Games Room,Bank & ATM,Barbeque Pit,Library,Kids play area,Guest lobby in each floor,Solar Energy,Multipurpose Hall,AC in each room,Located in the Heart of city,Theme based Architectures,Central AC,Earth quake resistant,High Ceiling,Sea facing,Pool with temperature control,Infinity Swimming Pool,Golf Course,Mini Cinema Theatre,Private pool,Conference Room,Banquet Hall,Laundry Service,Waste Disposal,Intercom Facility,Visitor Parking,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 6.95 Cr - ₹ 18.0 Cr,"₹ 30,591 - ₹ 1.0 Lac","2, 3, 5 BHK Flats","6 Towers , 394 Units",2.0,,,Near Jain Mandir.,,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,1 Covered,1.0,,Developer,,,,,,,,
2 BHK Flat 1200 Sq-ft For Rent in,₹2.4 Lac,"Bandra West, Mumbai",,2.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹300/sqft,11(Out of 16 Floors),Immediately,Semi-Furnished,₹2.4 Lac,₹7.2 Lac,"Got a tea, Bandra West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-West-in-Mumbai&id=4d423832383135313133,South,New Construction,Vitrified,"Garden/Park, Main Road",New Construction,,,,,,,,,,2.0,1.0,,Near Got Tea Cafe,"Study, Store",2.0,24 Hours Available,No/Rare Powercut,16.0,2.0,1 Open,,,,,,,,,,,
"3 BHK 1200 Sq-ft Flat/Apartment  For Rent in Neelkanth Valley,",₹1.3 Lac,"Ghatkopar East, Mumbai",,3.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹125/sqft,9(Out of 15 Floors),Immediately,Furnished,₹1.3 Lac,₹5.0 Lac,"Somaiya College, Ghatkopar East, Mumbai, Maharashtra, India., Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Ghatkopar-East-in-Mumbai&id=4d423831343439313237,East,,Vitrified,Main Road,15 to 20 years,,,Neelkanth Group,Neelkanth Valley,,₹ 1.85 Cr - ₹ 2.53 Cr,,,,3.0,,,The property is close to vidyavihar railway station.,None of these,2.0,24 Hours Available,No/Rare Powercut,1.0,2.0,1 Open,,,,,,,,,,,
"3 BHK Flat 1088 Sq-ft For Rent in Jairaj Happy Jade Gardens,",₹1.2 Lac,"Ghatkopar East, Mumbai",,3.0,1088sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹110/sqft,2(Out of 16 Floors),Immediately,Semi-Furnished,₹1.2 Lac,₹4.5 Lac,"pant nagar ghatkopar, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1088-Sq-ft-Multistorey-Apartment-FOR-Rent-Ghatkopar-East-in-Mumbai&id=4d423832353538333237,East,New Construction,,Main Road,New Construction,,,Jairaj Happy Homes,Jairaj Happy Jade Gardens,,₹ 2.50 Cr - ₹ 3.93 Cr,,,"1 Tower , 41 Units",3.0,1.0,,,,,,,,,,,,,,,,,,,,
"3 BHK 1000 Sq-ft Flat/Apartment  For Rent in Mandpeshwar Kripa Chs Ltd,","₹75,000","Borivali West, Mumbai",,3.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹83/sqft,3(Out of 11 Floors),Immediately,Semi-Furnished,"₹75,000",₹3.0 Lac,"Borivali West, Mumbai., Borivali West, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Borivali-West-in-Mumbai&id=4d423832383135323235,East,,Vitrified,Main Road,10 to 15 years,,,Jasmina Constructions Pvt. Ltd.,Mandpeshwar Kripa Chs Ltd,,₹ 1.95 Cr - ₹ 2.43 Cr,,,"4 Towers , 63 Units",3.0,,,bhagwati hospital,,2.0,24 Hours Available,No/Rare Powercut,11.0,2.0,2 Covered,2.0,,RWA/Co-operative Housing Society,,,,,,,,
"2 BHK 955 Sq-ft Flat/Apartment  For Rent in Bhakti Park,","₹70,000","Wadala, Mumbai",,2.0,710sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹99/sqft,5(Out of 7 Floors),Immediately,Unfurnished,"₹70,000",₹2.0 Lac,"Wadala, Mumbai, Wadala, Mumbai - South Mumbai, Maharashtra",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-955-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423732303730323831,East,,"Normal Tiles/Kotah Stone, Vitrified","Garden/Park, Pool, Main Road",Less than 5 years,,,Ajmera Realty & Infra India Ltd.,Bhakti Park,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Outdoor Tennis Courts,Multipurpose Courts,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Concierge Services,Jogging and Strolling Track,Cafeteria/Food Court,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Power Back Up",₹ 1.30 Cr - ₹ 2.90 Cr,"₹ 19,011 - ₹ 23,750","1, 2, 3 BHK Flats","2 Towers , 100 Units",2.0,,,wadala east,None of these,2.0,24 Hours Available,No/Rare Powercut,,2.0,"1 Covered, 1 Open",1.0,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,₹1.6 Lac,"Santacruz West, Mumbai",,2.0,735sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹218/sqft,4(Out of 4 Floors),Immediately,Furnished,₹1.6 Lac,,"Shanti Kamal Cooperative Housing Society Off Linking Road Santacruz West Mumbai Maharashtra 400054, Santacruz West, Mumbai - Western Mumbai, Maharashtra",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-West-in-Mumbai&id=4d423832353538343037,North,Above 20 years,Normal Tiles/Kotah Stone,Main Road,Above 20 years,,,,,,,,,,2.0,,,near Arya samaj,,,,,,,,,,,,,,,,,,
"1 BHK Flat 440 Sq-ft For Rent in Right Channel Delta House,","₹50,000","Goregaon East, Mumbai",1.0,2.0,,13(Out of 16 Floors),Immediately,Semi-Furnished,"₹50,000",,"Goregaon East, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-440-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-East-in-Mumbai&id=4d423833333939383431,,,,,,,440sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹114/sqft,Right Channel Construction Pvt. Ltd.,Right Channel Delta House,"Fire Fighting Equipment,Kids play area,Premium branded fittings,Grand Entrance lobby,Located in the Heart of city,High Ceiling,Jogging and Strolling Track,Piped Gas,RO Water System,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up",Call For Price,,"1, 2 BHK Flat","3 Towers , 177 Units",,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1700 Sq-ft Flat/Apartment  For Rent in Radius 10 BKC,",₹2.4 Lac,"Bandra Kurla Complex, Mumbai",,5.0,1250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹192/sqft,25(Out of 29 Floors),Immediately,Semi-Furnished,₹2.4 Lac,₹7.0 Lac,"Bandra east, Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandra-Kurla-Complex-in-Mumbai&id=4d423833313531353633,East,,"Vitrified, Wooden","Pool, Garden/Park, Main Road",New Construction,,,Adani Realty,Radius 10 BKC,"Aesthetically designed landscape garden,Indoor Games Room,Sea facing,Skyline View,Jogging and Strolling Track,Reserved Parking,Gymnasium,Swimming Pool,Club House",₹ 5.50 Cr - ₹ 9.36 Cr,"₹ 28,676 - ₹ 81,081","2, 3, 4 BHK Flats","3 Towers , 792 Units",3.0,,,Mig club.,Servant Room,7.0,24 Hours Available,No/Rare Powercut,,7.0,,2.0,,,,,,,,,,
"3 BHK 2115 Sq-ft Flat/Apartment  For Rent in Lodha New Cuffe Parade,",₹1.8 Lac,"Wadala, Mumbai",,3.0,1322sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹132/sqft,14(Out of 40 Floors),Immediately,Semi-Furnished,₹1.8 Lac,₹5.3 Lac,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala, Mumbai - South Mumbai, Maharashtra",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2115-Sq-ft-Multistorey-Apartment-FOR-Rent-Wadala-in-Mumbai&id=4d423833353834353635,East,,"Marble, Wooden","Garden/Park, Pool, Main Road",New Construction,,,Lodha Group,Lodha New Cuffe Parade,"Cricket net practice,Half basketball court,Volleyball court,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Bank & ATM,AEROBICS ROOM,Kids play area,Entry Exit Gate,Mini Cinema Theatre,Outdoor Tennis Courts,Jogging and Strolling Track,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 2.55 Cr - ₹ 9.48 Cr,"₹ 19,093 - ₹ 48,109","1, 2, 3 BHK Flats","12 Towers , 942 Units",3.0,,4.0,Wadala Truck Terminal,Store,4.0,24 Hours Available,No/Rare Powercut,1.0,4.0,,2.0,,,,,,,,,,
