Title,Rental_Price,Location,Bed,Bath,Super Built-up Area,Floor,Status,Furnished Status,Rental Value,Address,Furnishing,link,Beds,Baths,Balcony,Carpet Area,Facing,Lift,Car parking,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Additional Rooms,Water Availability,Status of Electricity,Floors allowed for construction,Covered Parking,Developer,Project,Amenities,Price,Price per sqft,Configuration,Tower & Unit,Balconies,Unit,Type of Ownership,Lifts,Authority Approval,Tower,RERA ID,Plot Area,Approved,Dimensions(L X B),Any Construction done,Boundary Wall,Transaction Type,Floors Allowed For Construction,Floors allowed,No of Open Sides,Additional Features
2 BHK 1200 Sq-ft Flat/Apartment  For Rent in,"₹25,000","Iyyappanthangal, Chennai",,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,2(Out of 2 Floors),Immediately,Semi-Furnished,"₹25,000","2 -372, Srinivasa Nagar, Venugopalapuram Iyyappanthangal, Iyyappanthangal, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Iyyappanthangal-in-Chennai&id=4d423732323339323537,2.0,2.0,1.0,,South,,1 Covered,Less than 5 years,,"Iyyappanthangal bus terminus upcoming metro station, big malls like Relience, Gra e store  and well connected to city Only 4 houses in the apartment Ci er car and two wheeler parking Decorative Falls roofing, Big bedrooms with wardrobe, place for all house hold equipmentsCctv surveillance, Video door bell which can help to view the visitors and speak to them without opening the door Road side facing balcony. Lift, Private terrace Water pressure pump.",Marbonite,,Less than 5 years,Puja Room,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK Flat 4350 Sq-ft For Rent in,₹3.0 Lac,"Gopalapuram, Chennai",,,4350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹69/sqft,12(Out of 17 Floors),Immediately,Semi-Furnished,₹3 Lac,"Gopalapuram, Gopalapuram, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-4350-Sq-ft-Multistorey-Apartment-FOR-Rent-Gopalapuram-in-Chennai&id=4d423833303432333837,4.0,4.0,1.0,,North,2.0,2 Covered,5 to 10 years,₹18.0 Lac,royapettah  cathedral road,Marble,Main Road,5 to 10 years,None of these,24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
4 BHK Flat 3000 Sq-ft For Rent in,"₹80,000","Nelson Manickam Road, Chennai",,,,1(Out of 2 Floors),Immediately,Unfurnished,"₹80,000|₹3,000Monthly Maintenance","Nelson Manickam Road, Nelson Manickam Road, Chennai - Central, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-Nelson-Manickam-Road-in-Chennai&id=4d423737383737303239,4.0,4.0,,2210sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,East,1.0,3 Covered,New Construction,₹3.0 Lac,loacted in Nelson Manickam Road,Vitrified,"Garden/Park, Main Road",New Construction,Puja Room,24 Hours Available,No/Rare Powercut,2.0,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,
3 BHK Flat 1500 Sq-ft For Rent in,"₹52,000","Saligramam, Chennai",,,,5(Out of 9 Floors),Immediately,Semi-Furnished,"₹52,000","Saligramam, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Saligramam-in-Chennai&id=4d423833373732323539,3.0,3.0,1.0,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,East,,,5 to 10 years,,,,"Pool, Garden/Park, Main Road",5 to 10 years,"Puja Room, Store, Study, Servant Room",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹12,000","Sridevi Karumariamman Nagar Valasaravakkam, Chennai",,,,,Immediately,Semi-Furnished,"₹12,000|₹200Monthly Maintenance","49, 4th Cross St, Vaishnavi Nagar, Devi Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062, India, Sridevi Karumariamman Nagar Valasaravakkam, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Residential-House-FOR-Rent-Sridevi-Karumariamman-Nagar-Valasaravakkam-in-Chennai&id=4d423833363032313131,2.0,2.0,,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,,,"₹50, 000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK  3750 Sq-ft For Rent in,₹1.1 Lac,"Defence Colony Ekkatuthangal, Chennai",,,3750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,,Immediately,Semi-Furnished,₹1.1 Lac|₹100Monthly Maintenance,"Defence Colony Ekkatuthangal, Chennai - West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3750-Sq-ft-Residential-House-FOR-Rent-Defence-Colony-Ekkatuthangal-in-Chennai&id=4d423832323939333831,4.0,4.0,,,North,,2 Covered,15 to 20 years,₹7.0 Lac,Defense colony.,"Ceramic Tiles, Marble",,15 to 20 years,"Puja Room, Study, Store",24 Hours Available,No/Rare Powercut,1.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
2 BHK 1295 Sq-ft Flat/Apartment  For Rent in,"₹50,000","Egattur, Chennai",,,1295sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹39/sqft,10(Out of 45 Floors),,Semi-Furnished,"₹50,000","Egattur, Chennai, Egattur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Rent-Egattur-in-Chennai&id=4d423833363033383331,2.0,2.0,1.0,,,,,New Construction,₹2.0 Lac,,,,New Construction,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1699 Sq-ft For Rent in Emami Tejomaya,","₹50,000","Navalur, Chennai",,,1699sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,26(Out of 27 Floors),Immediately,Semi-Furnished,"₹50,000","Rajiv Gandhi Road, near Navalur toll gate and marina mall, Navalur, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1699-Sq-ft-Multistorey-Apartment-FOR-Rent-Navalur-in-Chennai&id=4d423831393833333333,3.0,3.0,1.0,,East,,,Less than 5 years,,,,"Main Road, Garden/Park",Less than 5 years,,,,,,Emami Realty Ltd.,Emami Tejomaya,"Kids Play Pool With Water Slides,Kids Play Area,Bank & ATM,Cafeteria/Food Court,Banquet Hall,Waste Disposal,Visitor Parking,Water Storage,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Lift",₹ 39.4 Lac - ₹ 1.59 Cr,"₹ 6,000 - ₹ 8,045","2, 3 BHK Flats","4 Towers , 498 Units",,,,,,,,,,,,,,,,,
"2 BHK 1343 Sq-ft Flat/Apartment  For Rent in Appaswamy Altezza,","₹75,000","Kottivakkam, Chennai",,,1343sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹56/sqft,16(Out of 21 Floors),Immediately,Semi-Furnished,"₹75,000|₹6,000Monthly Maintenance","Kottivakkam, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1343-Sq-ft-Multistorey-Apartment-FOR-Rent-Kottivakkam-in-Chennai&id=4d423833353131303637,2.0,2.0,1.0,,East,,,,,,,"Pool, Garden/Park, Main Road",New Construction,"Puja Room, Store, Study",,,,,Appaswamy Real Estates Ltd.,Appaswamy Altezza,"Badminton court,Aesthetically designed landscape garden,Half basketball court,Sewage treatment plant,Indoor Games Room,Kids play area,Fire Sprinklers,CCTV Camera,Solar Energy,Mini Cinema Theatre,Outdoor Tennis Courts,Piped Gas,Waste Disposal,Intercom Facility,Gymnasium,Swimming Pool,Rain Water Harvesting,Lift,Power Back Up",₹ 1.63 Cr - ₹ 5.60 Cr,"₹ 9,804 - ₹ 17,332","2, 3, 4 BHK Flats","2 Towers , 636 Units",,,Freehold,,,,,,,,,,,,,,
For Rent in,Call for Price,"Medavakkam, Chennai",,,,,Immediately,,,"Medavakkam, Chennai - South, Tamil Nadu",,https://www.magicbricks.com/propertyDetails/Residential-House-FOR-Rent-Medavakkam-in-Chennai&id=4d423732333036333033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹10,000","Sembakkam, Chennai",,1.0,752sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,1(Out of 3 Floors),Immediately,Unfurnished,"₹10,000","Sembakkam, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-752-Sq-ft-Residential-House-FOR-Rent-Sembakkam-in-Chennai&id=4d423639323832373039,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹10,500","Choolaimedu, Chennai",,,430sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,1(Out of 3 Floors),Immediately,Semi-Furnished,"₹10,500","Choolaimedu, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-430-Sq-ft-Residential-House-FOR-Rent-Choolaimedu-in-Chennai&id=4d423737383435393635,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹12,000","Ambattur, Chennai",,,,Ground(Out of 2 Floors),Immediately,Semi-Furnished,"₹12,000|₹1,000Monthly Maintenance","Ambattur, Chennai - North, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Ambattur-in-Chennai&id=4d423639323630383031,2.0,2.0,1.0,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹12/sqft,,,,5 to 10 years,₹1.0 Lac,,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 BHK Flat 3200 Sq-ft For Rent in,₹2.7 Lac,"Gandhi Nagar Adyar, Chennai",,,3200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹84/sqft,1(Out of 15 Floors),Immediately,Furnished,₹2.7 Lac,"Gandhi Nagar Adyar, Chennai - Central, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3200-Sq-ft-Multistorey-Apartment-FOR-Rent-Gandhi-Nagar-Adyar-in-Chennai&id=4d423831393731393431,4.0,4.0,,,North,,,New Construction,,,Marble,Main Road,New Construction,"Puja Room, Study, Store, Servant Room",,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3 BHK Flat 3000 Sq-ft For Rent in,₹1.6 Lac,"Alwarpet, Chennai",,,,1(Out of 4 Floors),Immediately,Semi-Furnished,"₹1.6 Lac|₹10,000Monthly Maintenance","Alwarpet, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-Alwarpet-in-Chennai&id=4d423735383133353331,3.0,3.0,,2800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹57/sqft,South,1.0,2 Covered,,₹7.5 Lac,,Vitrified,Main Road,5 to 10 years,"Puja Room, Servant Room",24 Hours Available,No/Rare Powercut,,2.0,,,,,,,,2.0,,Freehold,,,,,,,,,,,,,,
"2 BHK  800 Sq-ft For Rent in Green Field Enclave,","₹15,500","Greenfield Enclave, Chennai",,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,Immediately,Unfurnished,"₹15,500","PudupakkamKelambakkam, Chennai, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-in-Chennai&id=4d423833303339323637,2.0,2.0,,,South,,,New Construction,,"Rajini farm house, D mart",Granite,Main Road,New Construction,,,,,,,,"Kids Play Pool With Water Slides,Kids play area,Visitor Parking,Vaastu Compliant,Water Storage,Security,Park,Gymnasium,Rain Water Harvesting",₹ 66.5 Lac - ₹ 74.2 Lac,,,"1 Tower , 110 Units",,,,,,,,,,,,,,,,,
1 BHK 650 Sq-ft Flat/Apartment  For Rent in,"₹12,500","Kolathur, Chennai",1.0,1.0,,1(Out of 2 Floors),Immediately,Semi-Furnished,"₹12,500","27 shasthri nagar 1 st cross street deepa towers kolathur, Kolathur, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Kolathur-in-Chennai&id=4d423732323537333831,,,1.0,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹19/sqft,,,,5 to 10 years,"₹50, 000",,,,5 to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK  800 Sq-ft For Rent in,"₹17,000","Thiruverkkadu, Chennai",,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,Immediately,Unfurnished,"₹17,000","PLot No II, 1st Main Road, Sakthi Garden, senneerkuppam, Chennai, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-in-Chennai&id=4d423639323834363535,2.0,2.0,,,South,,4 Open,,,,Ceramic Tiles,Main Road,,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1944 Sq-ft Flat/Apartment  For Rent in Purva Windermere,","₹45,000","Pallikaranai, Chennai",,,1944sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,4(Out of 7 Floors),Immediately,Furnished,"₹45,000","Pallikaranai, Pallikaranai, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1944-Sq-ft-Multistorey-Apartment-FOR-Rent-Pallikaranai-in-Chennai&id=4d423833303339313037,3.0,3.0,,,North,,,5 to 10 years,₹2.0 Lac,thirumangalam metro station,,Garden/Park,5 to 10 years,Puja Room,,,,,Puravankara Ltd.,Purva Windermere,"Kids Splash Pool,Half basketball court,Fire Fighting Equipment,Cycling & Jogging Track,Outdoor Tennis Courts,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Library,Kids play area,Pet park,CCTV Camera,Multipurpose Hall,Outdoor Tennis Courts,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",₹ 52.0 Lac - ₹ 1.23 Cr,"₹ 6,527 - ₹ 10,532","1, 2, 3 BHK Flats","21 Towers , 1910 Units",3.0,,Freehold,,,,,,,,,,,,,,
4 BHK Residential House  For Rent,"₹60,000","Indrapriyadharshini Nagar, Chennai",,,2200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹27/sqft,,Immediately,Unfurnished,"₹60,000","httpsshare.googleBNWht7m4tANEKC2Zq, Indrapriyadharshini Nagar, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/4-BHK-2200-Sq-ft-Residential-House-FOR-Rent-Indrapriyadharshini-Nagar-in-Chennai&id=4d423831343931343733,4.0,4.0,1.0,,East,,,New Construction,₹4.0 Lac,"Behind Sri Chaitanya School, near Global Hospital",,Main Road,New Construction,,24 Hours Available,No/Rare Powercut,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 850 Sq-ft Flat/Apartment  For Rent in,"₹17,000","Nemilichery, Chennai",,,,1(Out of 3 Floors),,Unfurnished,"₹17,000|₹1,000Monthly Maintenance","F2, first floor, Teachers Colony, Om sakthi nagar extension, Nemilichery, chrompet, Nemilichery, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Nemilichery-in-Chennai&id=4d423833363032333039,2.0,2.0,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,North,,1 Covered,5 to 10 years,"₹70, 000",Backside of the Prestige Pallavaram Gardens,Ceramic Tiles,,5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3 BHK Flat 1050 Sq-ft For Rent in,"₹50,000","Perungudi, Chennai",,,1050sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹48/sqft,2(Out of 19 Floors),Immediately,Semi-Furnished,"₹50,000|₹3,000Monthly Maintenance","Perungudi, Chennai - South, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Perungudi-in-Chennai&id=4d423832353936343131,3.0,3.0,1.0,,East,3.0,1 Covered,New Construction,₹5.0 Lac,,Ceramic Tiles,Main Road,New Construction,Puja Room,24 Hours Available,No/Rare Powercut,1.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
"2 BHK Flat 1100 Sq-ft For Rent in Sbioa Unity Enclave,","₹15,000","Mambakkam Sriperumbudur, Chennai",,,,9(Out of 15 Floors),Immediately,Semi-Furnished,"₹15,000|₹2,000Monthly Maintenance","sbioa unity enclave, Mambakkam Sriperumbudur, Chennai - Outer West, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Mambakkam-Sriperumbudur-in-Chennai&id=4d423833343137363039,2.0,2.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,5 to 10 years,"₹50, 000",via Vandalur to Kelambakkam road,,Main Road,5 to 10 years,Study,,,,,,Sbioa Unity Enclave,"Jogging and Strolling Track,DTH Television Facility,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 43.6 Lac - ₹ 64.0 Lac,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹18,000","Old Pallavaram, Chennai",,,,,Immediately,Unfurnished,"₹18,000","Krishna Street Thiruthani Nagar, Old Pallavaram, Chennai - South, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Residential-House-FOR-Rent-Old-Pallavaram-in-Chennai&id=4d423833373732373739,2.0,2.0,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,,,,5 to 10 years,"₹90, 000",,,,5 to 10 years,Puja Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 BHK  980 Sq-ft For Rent in DOSHI ETOPIA II,","₹16,479","Perungudi, Chennai",,1.0,980sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,1(Out of 3 Floors),Immediately,Furnished,"₹16,479","Perungudi, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Residential-House-FOR-Rent-Perungudi-in-Chennai&id=4d423832323939313433,2.0,,,,,,,,,,,,,,,,,,,,"Fire Fighting Equipment,Cycling & Jogging Track,Recreational Pool,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift",₹ 77.0 Lac Onwards,,2 BHK Flats,"5 Towers , 217 Units",,,,,,,,,,,,,,,,,
3 BHK Builder Floor 2250 Sq-ft For Rent in,"₹85,000","Mandaveli, Chennai",,,2250sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,3(Out of 4 Floors),Immediately,Semi-Furnished,"₹85,000|₹10,000Monthly Maintenance","mandaiveli, Mandaveli, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-2250-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Mandaveli-in-Chennai&id=4d423832333031343333,3.0,3.0,1.0,,East,1.0,2 Covered,5 to 10 years,₹6.0 Lac,near by bsnl office and The Cosmo Club and St.jhon school and icici bank and Sri Chaitanya School,Vitrified,Garden/Park,5 to 10 years,Puja Room,24 Hours Available,No/Rare Powercut,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
3 BHK 1620 Sq-ft Flat/Apartment  For Rent in,"₹80,000","Nungambakkam, Chennai",,,1620sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹49/sqft,2(Out of 10 Floors),Immediately,Semi-Furnished,"₹80,000","Hansa, Nungambakkam, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Rent-Nungambakkam-in-Chennai&id=4d423737383431353435,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK 1000 Sq-ft Flat/Apartment  For Rent in,"₹33,000","Siruseri, Chennai",,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,1(Out of 19 Floors),Immediately,Furnished,"₹33,000","Siruseri, Chennai - South, Tamil Nadu",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Siruseri-in-Chennai&id=4d423833303430313039,2.0,2.0,,,,,,New Construction,,near IT offices adjacent OMR Road near to Siruseri and all IT offices and shopping malls and Colleges,,Main Road,New Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK Flat 1400 Sq-ft For Rent in Vencer Palatine,","₹45,000","Valasaravakkam, Chennai",,,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹32/sqft,12(Out of 13 Floors),Immediately,Unfurnished,"₹45,000","Valasaravakkam, Chennai - West, Tamil Nadu",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Valasaravakkam-in-Chennai&id=4d423732323230323231,3.0,2.0,1.0,,East,,,New Construction,,,,Main Road,New Construction,,,,,,Vencer Projects,Vencer Palatine,,₹ 2.07 Cr Onwards,,3 BHK Flat,,,,,,,,,,,,,,,,,,
3 BHK Flat 1362 Sq-ft For Rent in,"₹40,000","Kilpauk, Chennai",,,,4(Out of 4 Floors),Immediately,Semi-Furnished,"₹40,000|₹3,000Monthly Maintenance","Near Millers Road, Kilpauk, Chennai - Central, Tamil Nadu",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1362-Sq-ft-Multistorey-Apartment-FOR-Rent-Kilpauk-in-Chennai&id=4d423831343932313539,3.0,3.0,1.0,1100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,North,1.0,2 Covered,New Construction,₹4.0 Lac,Sheraton Grand Hotel ECR,Vitrified,Main Road,New Construction,None of these,24 Hours Available,No/Rare Powercut,,2.0,,,,,,,,,,Freehold,,,,,,,,,,,,,,
